name,cost,duration_days,prepayment
Консультация DevOps-пайплайна под ключ,7500.00,1,2900.00
Консультация системы мониторинга с нуля,7500.00,1,2900.00
Консультация системы аналитики (POC),7500.00,1,3200.00
Консультация системы аналитики (MVP),7500.00,1,3700.00
Консультация системы аналитики под ключ,8000.00,1,2000.00
Консультация CRM-системы на основе существующего решения,8000.00,1,2100.00
Консультация корпоративного портала под ключ,8000.00,1,2100.00
Консультация DevOps-пайплайна (SaaS),8000.00,1,2300.00
Консультация корпоративного портала на основе существующего решения,8000.00,1,2400.00
Консультация системы аутентификации под ключ,8000.00,1,2800.00
Консультация системы аутентификации с нуля,8000.00,1,2800.00
Консультация ERP-системы (SaaS),8000.00,1,2900.00
Консультация платёжного модуля (POC),8000.00,1,2900.00
Консультация ERP-системы (POC),8000.00,1,3000.00
Консультация облачной инфраструктуры с нуля,8000.00,1,3100.00
Консультация системы мониторинга (Enterprise),8000.00,1,3100.00
Консультация системы управления задачами на основе существующего решения,8000.00,1,3300.00
Консультация ERP-системы с нуля,8000.00,1,3600.00
Консультация системы аналитики (POC),8500.00,1,2400.00
Консультация CRM-системы (SaaS),8500.00,1,2500.00
Консультация микросервисной архитектуры под ключ,8500.00,1,2700.00
Консультация мобильного приложения на основе существующего решения,8500.00,1,3000.00
Консультация сети доставки контента (POC),8500.00,1,3200.00
Консультация платёжного модуля (SaaS),8500.00,1,3900.00
Консультация DevOps-пайплайна (MVP),8500.00,1,4100.00
Консультация веб-приложения (MVP),9000.00,1,2700.00
Консультация системы резервного копирования (SaaS),9000.00,1,2800.00
Консультация ERP-системы на основе существующего решения,9000.00,1,3300.00
Консультация сети доставки контента (Enterprise),9000.00,1,3500.00
Консультация системы аналитики (POC),9000.00,1,3900.00
Консультация системы аутентификации (SaaS),9000.00,1,3900.00
Консультация базы данных (Enterprise),9000.00,1,4000.00
Консультация системы управления задачами (MVP),9000.00,1,4100.00
Консультация корпоративного портала,9000.00,1,4200.00
Консультация платёжного модуля (SaaS),9000.00,1,4200.00
Консультация корпоративного портала с нуля,9000.00,1,4300.00
Консультация DevOps-пайплайна на основе существующего решения,9500.00,1,2500.00
Консультация сети доставки контента (POC),9500.00,1,3000.00
Консультация API-сервиса (Enterprise),9500.00,1,3500.00
Консультация нагрузочного тестирования (POC),9500.00,1,4100.00
Консультация ERP-системы (Enterprise),9500.00,1,4200.00
Консультация системы резервного копирования на основе существующего решения,9500.00,1,4700.00
Консультация системы управления задачами,9500.00,1,4700.00
Консультация API-сервиса (Enterprise),10000.00,1,3100.00
Консультация системы управления задачами под ключ,10000.00,1,3400.00
Консультация чат-бота (Enterprise),10000.00,1,3400.00
Консультация нагрузочного тестирования (MVP),10000.00,1,3800.00
Консультация ERP-системы (POC),10000.00,1,3900.00
Консультация ERP-системы с нуля,10000.00,1,3900.00
Консультация нагрузочного тестирования (MVP),10000.00,1,4100.00
Консультация системы аналитики на основе существующего решения,10000.00,1,4400.00
Консультация API-сервиса (POC),10000.00,1,4500.00
Консультация DevOps-пайплайна на основе существующего решения,10000.00,1,4500.00
Сопровождение корпоративного портала под ключ,10000.00,1,4800.00
Консультация DevOps-пайплайна,10000.00,1,4900.00
Консультация панели администратора на основе существующего решения,10500.00,1,2600.00
Консультация облачной инфраструктуры (MVP),10500.00,1,2700.00
Настройка системы мониторинга,10500.00,1,2700.00
Сопровождение системы аутентификации,10500.00,1,2900.00
Сопровождение мобильного приложения,10500.00,1,3300.00
Консультация системы мониторинга (Enterprise),10500.00,1,3400.00
Консультация системы управления задачами (POC),10500.00,1,3500.00
Сопровождение API-сервиса на основе существующего решения,10500.00,1,3600.00
Настройка нагрузочного тестирования (MVP),10500.00,1,3700.00
Сопровождение системы аналитики на основе существующего решения,10500.00,1,3700.00
Консультация чат-бота на основе существующего решения,10500.00,1,3800.00
Консультация API-сервиса под ключ,10500.00,1,3900.00
Консультация чат-бота с нуля,10500.00,1,4100.00
Настройка системы управления задачами (SaaS),10500.00,1,4100.00
Консультация системы резервного копирования с нуля,10500.00,1,4300.00
Консультация веб-приложения (POC),10500.00,1,4400.00
Консультация платёжного модуля под ключ,10500.00,1,4400.00
Сопровождение системы аутентификации с нуля,10500.00,1,4600.00
Консультация облачной инфраструктуры,10500.00,1,4800.00
Консультация системы управления задачами (POC),10500.00,1,4800.00
Сопровождение системы резервного копирования,10500.00,1,4800.00
Консультация API-сервиса,10500.00,1,4900.00
Консультация API-сервиса (POC),10500.00,1,4900.00
Консультация сети доставки контента под ключ,11000.00,1,2900.00
Консультация корпоративного портала (Enterprise),11000.00,1,3000.00
Консультация сети доставки контента под ключ,11000.00,1,3000.00
Консультация системы резервного копирования (POC),11000.00,1,3100.00
Консультация сети доставки контента на основе существующего решения,11000.00,1,3200.00
Сопровождение мобильного приложения под ключ,11000.00,1,3300.00
Настройка ERP-системы,11000.00,1,3400.00
Консультация мобильного приложения (Enterprise),11000.00,1,3500.00
Консультация панели администратора,11000.00,1,3700.00
Консультация микросервисной архитектуры под ключ,11000.00,1,3800.00
Консультация системы управления задачами (MVP),11000.00,1,3800.00
Настройка сети доставки контента (SaaS),11000.00,1,3900.00
Консультация корпоративного портала (MVP),11000.00,1,4000.00
Консультация системы мониторинга,11000.00,1,4000.00
Консультация облачной инфраструктуры,11000.00,1,4100.00
Настройка системы управления задачами (Enterprise),11000.00,1,4100.00
Консультация веб-приложения (POC),11000.00,1,4200.00
Сопровождение системы аналитики (SaaS),11000.00,1,4200.00
Настройка ERP-системы (SaaS),11000.00,1,4300.00
Консультация CRM-системы (POC),11000.00,1,4500.00
Консультация DevOps-пайплайна с нуля,11000.00,1,4600.00
Настройка CRM-системы (MVP),11000.00,1,4600.00
Сопровождение ERP-системы,11000.00,1,4600.00
Сопровождение системы аутентификации (SaaS),11000.00,1,4600.00
Консультация базы данных (POC),11000.00,1,4700.00
Настройка микросервисной архитектуры (POC),11000.00,1,5000.00
Настройка корпоративного портала (MVP),11000.00,1,5100.00
Настройка системы управления задачами под ключ,11000.00,1,5200.00
Сопровождение панели администратора (POC),11000.00,1,5300.00
Консультация платёжного модуля с нуля,11500.00,1,3000.00
Сопровождение мобильного приложения с нуля,11500.00,1,3300.00
Консультация базы данных (POC),11500.00,1,3400.00
Консультация панели администратора (Enterprise),11500.00,1,3500.00
Сопровождение CRM-системы под ключ,11500.00,1,3500.00
Сопровождение CRM-системы (Enterprise),11500.00,1,3600.00
Настройка CRM-системы на основе существующего решения,11500.00,1,3700.00
Консультация корпоративного портала (SaaS),11500.00,1,4300.00
Консультация платёжного модуля,11500.00,1,4500.00
Консультация облачной инфраструктуры (Enterprise),11500.00,1,4700.00
Консультация чат-бота под ключ,11500.00,1,4900.00
Настройка системы управления задачами с нуля,11500.00,1,4900.00
Консультация чат-бота (SaaS),11500.00,1,5000.00
Консультация веб-приложения (MVP),11500.00,1,5100.00
Консультация сети доставки контента на основе существующего решения,11500.00,1,5100.00
Консультация сети доставки контента,11500.00,1,5400.00
Сопровождение микросервисной архитектуры с нуля,11500.00,1,5500.00
Консультация веб-приложения на основе существующего решения,11500.00,1,5600.00
Сопровождение платёжного модуля (POC),11500.00,1,5700.00
Консультация мобильного приложения с нуля,12000.00,1,3100.00
Сопровождение панели администратора (MVP),12000.00,1,3100.00
Настройка системы аналитики с нуля,12000.00,1,3200.00
Сопровождение системы аутентификации (SaaS),12000.00,1,3300.00
Настройка ERP-системы на основе существующего решения,12000.00,1,3500.00
Сопровождение CRM-системы,12000.00,2,3900.00
Сопровождение панели администратора (Enterprise),12000.00,1,3900.00
Настройка панели администратора на основе существующего решения,12000.00,1,4000.00
Консультация системы аналитики под ключ,12000.00,1,4300.00
Консультация корпоративного портала (SaaS),12000.00,1,4500.00
Консультация микросервисной архитектуры с нуля,12000.00,1,5200.00
Консультация базы данных (Enterprise),12000.00,1,5300.00
Консультация системы резервного копирования (Enterprise),12000.00,2,5400.00
Консультация сети доставки контента под ключ,12000.00,2,5500.00
Консультация системы резервного копирования,12000.00,1,5600.00
Сопровождение ERP-системы (POC),12000.00,2,5600.00
Консультация системы управления задачами (SaaS),12000.00,1,5700.00
Сопровождение корпоративного портала (Enterprise),12000.00,2,5700.00
Консультация микросервисной архитектуры (MVP),12000.00,1,5800.00
Консультация корпоративного портала (SaaS),12500.00,1,3300.00
Консультация системы резервного копирования (MVP),12500.00,1,3300.00
Консультация системы мониторинга (MVP),12500.00,1,3500.00
Сопровождение системы аутентификации (POC),12500.00,1,3500.00
Сопровождение чат-бота (MVP),12500.00,1,3500.00
Консультация чат-бота,12500.00,1,3600.00
Консультация мобильного приложения под ключ,12500.00,1,3700.00
Консультация панели администратора на основе существующего решения,12500.00,1,3800.00
Консультация чат-бота (Enterprise),12500.00,1,4300.00
Консультация системы резервного копирования (POC),12500.00,1,4500.00
Настройка нагрузочного тестирования (Enterprise),12500.00,1,4500.00
Сопровождение базы данных (POC),12500.00,2,4500.00
Консультация ERP-системы (SaaS),12500.00,1,4600.00
Сопровождение DevOps-пайплайна на основе существующего решения,12500.00,1,4700.00
Сопровождение веб-приложения на основе существующего решения,12500.00,1,4800.00
Консультация микросервисной архитектуры (POC),12500.00,1,4900.00
Настройка платёжного модуля на основе существующего решения,12500.00,1,4900.00
Сопровождение панели администратора с нуля,12500.00,1,4900.00
Консультация нагрузочного тестирования (SaaS),12500.00,1,5100.00
Консультация системы аутентификации под ключ,12500.00,2,5300.00
Консультация чат-бота (SaaS),12500.00,1,5300.00
Настройка панели администратора,12500.00,1,5600.00
Сопровождение базы данных (Enterprise),12500.00,1,5800.00
Консультация ERP-системы (MVP),12500.00,1,6000.00
Консультация ERP-системы (SaaS),12500.00,2,6000.00
Консультация CRM-системы с нуля,13000.00,1,3300.00
Консультация мобильного приложения,13000.00,1,3400.00
Консультация системы аналитики на основе существующего решения,13000.00,1,3400.00
Сопровождение нагрузочного тестирования (POC),13000.00,1,3400.00
Консультация чат-бота с нуля,13000.00,1,3500.00
Настройка системы управления задачами (SaaS),13000.00,1,3600.00
Сопровождение системы управления задачами (POC),13000.00,1,3600.00
Консультация веб-приложения (SaaS),13000.00,1,3700.00
Настройка системы управления задачами (Enterprise),13000.00,1,3800.00
Сопровождение веб-приложения (Enterprise),13000.00,1,4200.00
Консультация системы аналитики (POC),13000.00,2,4400.00
Консультация базы данных на основе существующего решения,13000.00,1,4600.00
Сопровождение чат-бота (POC),13000.00,1,4700.00
Консультация микросервисной архитектуры с нуля,13000.00,1,4800.00
Настройка платёжного модуля (POC),13000.00,2,4800.00
Консультация веб-приложения на основе существующего решения,13000.00,1,5000.00
Сопровождение панели администратора под ключ,13000.00,1,5100.00
Настройка корпоративного портала (POC),13000.00,2,5300.00
Настройка системы аутентификации на основе существующего решения,13000.00,1,5300.00
Консультация API-сервиса под ключ,13000.00,1,5400.00
Консультация панели администратора на основе существующего решения,13000.00,1,5400.00
Консультация системы резервного копирования (Enterprise),13000.00,1,5400.00
Настройка панели администратора на основе существующего решения,13000.00,1,5400.00
Консультация чат-бота (SaaS),13000.00,2,5600.00
Консультация системы резервного копирования (Enterprise),13000.00,1,5700.00
Сопровождение DevOps-пайплайна (POC),13000.00,1,5700.00
Сопровождение системы аналитики (POC),13000.00,1,5800.00
Консультация системы аутентификации (SaaS),13000.00,2,6200.00
Консультация системы мониторинга (Enterprise),13000.00,1,6400.00
Настройка чат-бота (SaaS),13000.00,1,6400.00
Сопровождение веб-приложения с нуля,13000.00,2,6500.00
Консультация платёжного модуля (Enterprise),13500.00,1,3600.00
Консультация нагрузочного тестирования под ключ,13500.00,1,3800.00
Консультация корпоративного портала под ключ,13500.00,1,3900.00
Консультация системы аутентификации с нуля,13500.00,2,3900.00
Настройка ERP-системы под ключ,13500.00,1,3900.00
Настройка чат-бота (Enterprise),13500.00,2,3900.00
Сопровождение мобильного приложения (MVP),13500.00,1,3900.00
Сопровождение CRM-системы,13500.00,2,4000.00
Консультация чат-бота (SaaS),13500.00,1,4100.00
Сопровождение системы аутентификации (MVP),13500.00,1,4100.00
Консультация веб-приложения (POC),13500.00,2,4200.00
Сопровождение мобильного приложения (SaaS),13500.00,1,4300.00
Консультация ERP-системы с нуля,13500.00,2,4900.00
Консультация сети доставки контента (Enterprise),13500.00,1,5100.00
Сопровождение API-сервиса с нуля,13500.00,1,5100.00
Консультация DevOps-пайплайна с нуля,13500.00,2,5400.00
Консультация веб-приложения (SaaS),13500.00,1,5500.00
Сопровождение ERP-системы (SaaS),13500.00,2,5500.00
Консультация платёжного модуля под ключ,13500.00,2,5700.00
Консультация системы резервного копирования (Enterprise),13500.00,1,6000.00
Настройка сети доставки контента (POC),13500.00,1,6100.00
Сопровождение веб-приложения под ключ,13500.00,1,6200.00
Консультация корпоративного портала под ключ,13500.00,1,6400.00
Консультация платёжного модуля с нуля,14000.00,2,3900.00
Настройка веб-приложения (MVP),14000.00,1,3900.00
Консультация нагрузочного тестирования (POC),14000.00,1,4300.00
Настройка мобильного приложения под ключ,14000.00,1,4500.00
Консультация CRM-системы,14000.00,1,4700.00
Настройка нагрузочного тестирования (POC),14000.00,1,5200.00
Консультация системы управления задачами (SaaS),14000.00,1,5400.00
Сопровождение корпоративного портала с нуля,14000.00,1,5400.00
Сопровождение ERP-системы (MVP),14000.00,1,5800.00
Консультация системы управления задачами на основе существующего решения,14000.00,2,6000.00
Сопровождение системы аналитики (SaaS),14000.00,1,6200.00
Консультация чат-бота под ключ,14000.00,1,6400.00
Сопровождение микросервисной архитектуры,14000.00,1,6600.00
Сопровождение корпоративного портала (MVP),14000.00,1,6700.00
Консультация корпоративного портала с нуля,14000.00,1,7000.00
Настройка корпоративного портала,14500.00,2,3700.00
Сопровождение облачной инфраструктуры (POC),14500.00,2,3900.00
Настройка системы резервного копирования под ключ,14500.00,1,4100.00
Консультация ERP-системы на основе существующего решения,14500.00,1,4200.00
Консультация системы аутентификации с нуля,14500.00,1,4200.00
Консультация системы резервного копирования,14500.00,1,4400.00
Консультация нагрузочного тестирования (MVP),14500.00,1,4500.00
Консультация веб-приложения (Enterprise),14500.00,1,4600.00
Настройка системы аналитики (SaaS),14500.00,2,4600.00
Консультация панели администратора (SaaS),14500.00,2,4800.00
Консультация сети доставки контента под ключ,14500.00,1,4900.00
Сопровождение системы мониторинга (SaaS),14500.00,1,5100.00
Сопровождение CRM-системы с нуля,14500.00,1,5200.00
Сопровождение мобильного приложения под ключ,14500.00,1,5200.00
Консультация платёжного модуля (POC),14500.00,2,5300.00
Настройка DevOps-пайплайна на основе существующего решения,14500.00,2,5500.00
Консультация CRM-системы (Enterprise),14500.00,2,5700.00
Настройка системы аутентификации с нуля,14500.00,2,5700.00
Настройка API-сервиса (SaaS),14500.00,2,5800.00
Консультация мобильного приложения (Enterprise),14500.00,1,6300.00
Сопровождение системы аутентификации (SaaS),14500.00,2,6300.00
Консультация CRM-системы (POC),14500.00,2,6400.00
Сопровождение CRM-системы (MVP),14500.00,2,6800.00
Сопровождение системы мониторинга,14500.00,2,6900.00
Консультация API-сервиса,14500.00,2,7000.00
Сопровождение ERP-системы (MVP),15000.00,1,3800.00
Сопровождение чат-бота (Enterprise),15000.00,2,3900.00
Консультация панели администратора,15000.00,2,4000.00
Консультация микросервисной архитектуры под ключ,15000.00,1,4200.00
Консультация DevOps-пайплайна на основе существующего решения,15000.00,2,4400.00
Консультация CRM-системы (POC),15000.00,1,4600.00
Настройка базы данных (POC),15000.00,2,4700.00
Сопровождение облачной инфраструктуры,15000.00,1,5100.00
Консультация API-сервиса,15000.00,2,5300.00
Сопровождение нагрузочного тестирования,15000.00,2,5400.00
Настройка панели администратора (POC),15000.00,1,5500.00
Сопровождение системы резервного копирования (Enterprise),15000.00,2,5700.00
Настройка базы данных (Enterprise),15000.00,1,5800.00
Сопровождение системы управления задачами под ключ,15000.00,1,6000.00
Настройка нагрузочного тестирования на основе существующего решения,15000.00,2,6400.00
Консультация платёжного модуля (POC),15000.00,1,6500.00
Сопровождение нагрузочного тестирования,15000.00,1,6700.00
Консультация DevOps-пайплайна (SaaS),15000.00,1,7000.00
Настройка базы данных,15000.00,2,7100.00
Сопровождение системы аутентификации с нуля,15500.00,1,4000.00
Сопровождение нагрузочного тестирования (SaaS),15500.00,2,4200.00
Консультация ERP-системы с нуля,15500.00,2,4300.00
Консультация системы мониторинга на основе существующего решения,15500.00,2,4400.00
Аудит системы резервного копирования (Enterprise),15500.00,1,4900.00
Консультация DevOps-пайплайна на основе существующего решения,15500.00,2,5000.00
Консультация системы аутентификации (MVP),15500.00,2,5000.00
Консультация системы управления задачами (MVP),15500.00,2,5500.00
Настройка платёжного модуля,15500.00,1,5700.00
Консультация DevOps-пайплайна с нуля,15500.00,2,5800.00
Сопровождение чат-бота на основе существующего решения,15500.00,2,5900.00
Настройка системы мониторинга на основе существующего решения,15500.00,1,6000.00
Консультация веб-приложения (Enterprise),15500.00,2,6100.00
Сопровождение нагрузочного тестирования (Enterprise),15500.00,1,6100.00
Настройка сети доставки контента (SaaS),15500.00,1,6400.00
Сопровождение микросервисной архитектуры (MVP),15500.00,2,6400.00
Консультация веб-приложения (Enterprise),15500.00,2,6500.00
Сопровождение системы управления задачами (POC),15500.00,2,6500.00
Консультация системы аналитики (Enterprise),15500.00,2,6600.00
Сопровождение базы данных,15500.00,1,6700.00
Сопровождение системы аутентификации (MVP),15500.00,1,6800.00
Консультация веб-приложения под ключ,15500.00,1,7100.00
Консультация DevOps-пайплайна с нуля,15500.00,2,7300.00
Консультация мобильного приложения под ключ,15500.00,2,7600.00
Консультация панели администратора (Enterprise),15500.00,2,7600.00
Сопровождение корпоративного портала,16000.00,2,4200.00
Консультация микросервисной архитектуры с нуля,16000.00,1,4300.00
Консультация облачной инфраструктуры на основе существующего решения,16000.00,1,4400.00
Консультация сети доставки контента (Enterprise),16000.00,2,4400.00
Настройка системы аутентификации (SaaS),16000.00,2,4400.00
Консультация API-сервиса (Enterprise),16000.00,2,4500.00
Консультация мобильного приложения (POC),16000.00,1,4800.00
Сопровождение корпоративного портала (MVP),16000.00,2,5100.00
Сопровождение системы резервного копирования с нуля,16000.00,2,5100.00
Сопровождение нагрузочного тестирования (Enterprise),16000.00,2,5700.00
Консультация системы управления задачами (MVP),16000.00,2,5800.00
Консультация CRM-системы (MVP),16000.00,2,6000.00
Консультация корпоративного портала (Enterprise),16000.00,1,6100.00
Настройка системы резервного копирования (POC),16000.00,1,6300.00
Консультация базы данных с нуля,16000.00,2,6400.00
Консультация системы аутентификации (MVP),16000.00,2,6500.00
Настройка облачной инфраструктуры (Enterprise),16000.00,2,6500.00
Консультация CRM-системы,16000.00,2,6600.00
Сопровождение платёжного модуля (POC),16000.00,2,6600.00
Консультация системы аутентификации с нуля,16000.00,2,6700.00
Настройка системы аутентификации (MVP),16000.00,1,6700.00
Консультация системы мониторинга,16000.00,2,6800.00
Консультация DevOps-пайплайна (MVP),16000.00,1,7100.00
Консультация системы мониторинга (SaaS),16000.00,1,7100.00
Сопровождение нагрузочного тестирования (Enterprise),16000.00,1,7100.00
Сопровождение системы мониторинга (Enterprise),16000.00,1,7300.00
Консультация микросервисной архитектуры (SaaS),16000.00,1,7400.00
Консультация API-сервиса (POC),16000.00,2,7500.00
Консультация облачной инфраструктуры под ключ,16000.00,2,7500.00
Консультация системы аналитики (POC),16000.00,2,7600.00
Консультация мобильного приложения (Enterprise),16000.00,2,7800.00
Консультация чат-бота,16000.00,1,7900.00
Сопровождение микросервисной архитектуры (SaaS),16000.00,2,8000.00
Консультация CRM-системы (MVP),16500.00,1,4300.00
Настройка корпоративного портала на основе существующего решения,16500.00,1,4300.00
Настройка сети доставки контента (POC),16500.00,2,4400.00
Консультация базы данных на основе существующего решения,16500.00,2,4800.00
Настройка DevOps-пайплайна (Enterprise),16500.00,1,5000.00
Сопровождение системы управления задачами,16500.00,1,5200.00
Консультация системы управления задачами с нуля,16500.00,1,5300.00
Сопровождение API-сервиса под ключ,16500.00,1,5300.00
Консультация API-сервиса (SaaS),16500.00,2,5400.00
Сопровождение базы данных с нуля,16500.00,2,5400.00
Аудит системы управления задачами под ключ,16500.00,2,5500.00
Аудит системы аутентификации под ключ,16500.00,2,6000.00
Консультация API-сервиса (Enterprise),16500.00,1,6000.00
Консультация корпоративного портала с нуля,16500.00,1,6200.00
Сопровождение сети доставки контента (MVP),16500.00,2,6200.00
Аудит ERP-системы (MVP),16500.00,2,6400.00
Сопровождение системы управления задачами под ключ,16500.00,2,6500.00
Сопровождение облачной инфраструктуры (SaaS),16500.00,2,6600.00
Консультация платёжного модуля (SaaS),16500.00,2,6800.00
Консультация облачной инфраструктуры (POC),16500.00,2,6900.00
Сопровождение платёжного модуля с нуля,16500.00,1,6900.00
Консультация системы аутентификации (POC),16500.00,2,7100.00
Консультация системы аналитики,16500.00,2,7200.00
Аудит панели администратора с нуля,16500.00,2,7500.00
Консультация облачной инфраструктуры (Enterprise),16500.00,1,7700.00
Сопровождение системы резервного копирования под ключ,16500.00,2,7800.00
Настройка корпоративного портала (MVP),17000.00,2,4300.00
Консультация CRM-системы (SaaS),17000.00,2,4400.00
Консультация API-сервиса (Enterprise),17000.00,2,4600.00
Сопровождение системы мониторинга под ключ,17000.00,2,4600.00
Консультация ERP-системы (SaaS),17000.00,2,4700.00
Консультация системы резервного копирования (SaaS),17000.00,1,4700.00
Консультация сети доставки контента,17000.00,2,5200.00
Аудит системы резервного копирования (POC),17000.00,2,5600.00
Аудит корпоративного портала (MVP),17000.00,1,5900.00
Консультация ERP-системы под ключ,17000.00,2,5900.00
Консультация веб-приложения (SaaS),17000.00,2,6200.00
Консультация системы аутентификации (SaaS),17000.00,2,6500.00
Аудит веб-приложения (Enterprise),17000.00,2,7000.00
Сопровождение системы управления задачами под ключ,17000.00,2,7000.00
Консультация системы резервного копирования (SaaS),17000.00,1,7300.00
Аудит API-сервиса под ключ,17000.00,2,7400.00
Консультация мобильного приложения (SaaS),17000.00,2,7600.00
Аудит чат-бота на основе существующего решения,17000.00,2,7800.00
Консультация облачной инфраструктуры (SaaS),17000.00,2,7800.00
Сопровождение CRM-системы (POC),17000.00,1,7800.00
Аудит CRM-системы на основе существующего решения,17000.00,2,8000.00
Консультация ERP-системы (MVP),17000.00,2,8200.00
Настройка CRM-системы (POC),17000.00,2,8400.00
Консультация корпоративного портала (SaaS),17000.00,2,8500.00
Консультация микросервисной архитектуры (POC),17500.00,2,4600.00
Консультация системы управления задачами с нуля,17500.00,2,4700.00
Аудит системы аутентификации под ключ,17500.00,2,4900.00
Аудит системы управления задачами (POC),17500.00,2,5100.00
Консультация сети доставки контента на основе существующего решения,17500.00,2,5200.00
Настройка нагрузочного тестирования с нуля,17500.00,1,5600.00
Сопровождение API-сервиса с нуля,17500.00,2,5700.00
Консультация веб-приложения на основе существующего решения,17500.00,2,5900.00
Аудит облачной инфраструктуры на основе существующего решения,17500.00,2,6000.00
Настройка CRM-системы под ключ,17500.00,2,6000.00
Настройка платёжного модуля (POC),17500.00,1,6100.00
Аудит облачной инфраструктуры на основе существующего решения,17500.00,1,6300.00
Настройка системы управления задачами на основе существующего решения,17500.00,2,6300.00
Сопровождение мобильного приложения,17500.00,2,6300.00
Настройка системы аналитики (MVP),17500.00,2,6600.00
Сопровождение облачной инфраструктуры (MVP),17500.00,1,7100.00
Сопровождение микросервисной архитектуры (SaaS),17500.00,2,7200.00
Консультация системы мониторинга (POC),17500.00,2,7400.00
Консультация DevOps-пайплайна (POC),17500.00,1,7800.00
