name,cost,duration_days,prepayment
Тестирование облачной инфраструктуры,354000.00,33,117400.00
Интеграция CRM-системы под ключ,133000.00,16,49000.00
Оптимизация микросервисной архитектуры (POC),246500.00,22,103100.00
Сопровождение CRM-системы (MVP),30000.00,2,10500.00
Миграция системы управления задачами (POC),486500.00,57,220800.00
Внедрение ERP-системы (Enterprise),624500.00,70,244000.00
Аудит мобильного приложения под ключ,185500.00,22,83600.00
Разработка панели администратора под ключ,1947500.00,249,843800.00
Консультация системы аналитики с нуля,24500.00,2,10300.00
Проектирование системы аналитики,530000.00,66,156500.00
Развёртывание мобильного приложения,94500.00,10,39900.00
Интеграция корпоративного портала (POC),562500.00,66,229500.00
Миграция системы управления задачами (POC),767500.00,66,245700.00
Миграция CRM-системы (POC),639500.00,72,313600.00
Внедрение чат-бота (SaaS),545500.00,48,190700.00
Миграция системы аналитики (MVP),759500.00,84,316200.00
Разработка DevOps-пайплайна (SaaS),1155000.00,147,310100.00
Проектирование системы управления задачами (POC),664000.00,76,310000.00
Разработка микросервисной архитектуры (SaaS),638500.00,56,235600.00
Развёртывание чат-бота (MVP),160000.00,14,42800.00
Проектирование API-сервиса,656500.00,72,327100.00
Оптимизация веб-приложения (MVP),42500.00,3,18400.00
Настройка чат-бота (POC),131000.00,14,57800.00
Оптимизация системы резервного копирования (Enterprise),457000.00,42,116100.00
Разработка нагрузочного тестирования с нуля,57000.00,6,21500.00
Проектирование мобильного приложения (POC),143000.00,18,56700.00
Консультация корпоративного портала,25000.00,3,10500.00
Сопровождение CRM-системы (SaaS),111000.00,14,44700.00
Оптимизация системы аутентификации под ключ,78500.00,6,20100.00
Консультация системы управления задачами под ключ,14000.00,1,4100.00
Интеграция мобильного приложения (SaaS),759500.00,75,344500.00
Сопровождение системы мониторинга под ключ,124000.00,13,60200.00
Внедрение мобильного приложения (Enterprise),1477000.00,163,394900.00
Оптимизация системы аналитики с нуля,45000.00,4,16800.00
Миграция базы данных (Enterprise),85000.00,8,41100.00
Тестирование нагрузочного тестирования,177000.00,21,85500.00
Проектирование веб-приложения под ключ,363000.00,32,129700.00
Миграция ERP-системы,536500.00,43,210500.00
Интеграция микросервисной архитектуры,1023500.00,82,338100.00
Оптимизация веб-приложения (POC),86500.00,7,29600.00
Оптимизация API-сервиса (SaaS),120000.00,12,43600.00
Консультация CRM-системы (MVP),42500.00,3,14700.00
Интеграция веб-приложения с нуля,1129500.00,90,417100.00
Консультация ERP-системы (SaaS),54500.00,5,26600.00
Тестирование системы резервного копирования,125500.00,11,54900.00
Развёртывание чат-бота (SaaS),155000.00,17,67300.00
Аудит сети доставки контента с нуля,227500.00,22,85300.00
Аудит корпоративного портала (MVP),253000.00,22,123900.00
Миграция системы аналитики с нуля,742000.00,92,300200.00
Аудит системы аналитики с нуля,26000.00,2,13000.00
Внедрение сети доставки контента с нуля,587000.00,69,159000.00
Миграция системы резервного копирования,197500.00,23,94200.00
Сопровождение системы управления задачами (MVP),84000.00,6,41000.00
Сопровождение мобильного приложения (MVP),23000.00,2,6700.00
Миграция базы данных (POC),67500.00,8,29200.00
Консультация сети доставки контента (MVP),40500.00,4,14200.00
Консультация системы аутентификации (Enterprise),29000.00,3,12100.00
Внедрение системы аналитики (POC),741500.00,87,246400.00
Разработка системы мониторинга (POC),1762500.00,181,774700.00
Сопровождение корпоративного портала на основе существующего решения,134000.00,16,63800.00
Разработка системы резервного копирования (Enterprise),1219500.00,120,359600.00
Внедрение базы данных (SaaS),437500.00,47,128000.00
Аудит системы резервного копирования с нуля,149500.00,13,51000.00
Сопровождение облачной инфраструктуры (MVP),111000.00,10,34300.00
Консультация микросервисной архитектуры на основе существующего решения,69500.00,6,32000.00
Оптимизация системы мониторинга под ключ,303000.00,21,79100.00
Разработка мобильного приложения на основе существующего решения,1033000.00,88,301200.00
Внедрение облачной инфраструктуры (MVP),1183000.00,146,319100.00
Разработка чат-бота (Enterprise),951000.00,101,326900.00
Аудит DevOps-пайплайна,220000.00,26,75000.00
Аудит базы данных с нуля,34500.00,4,9800.00
Разработка нагрузочного тестирования (SaaS),478500.00,43,172800.00
Настройка системы аналитики под ключ,47000.00,5,22500.00
Настройка CRM-системы (Enterprise),149000.00,15,71300.00
Настройка веб-приложения на основе существующего решения,34500.00,3,14400.00
Настройка нагрузочного тестирования,174000.00,15,75000.00
Сопровождение ERP-системы (Enterprise),110000.00,12,47600.00
Проектирование системы аналитики под ключ,276500.00,32,110400.00
Настройка API-сервиса (POC),40000.00,4,14400.00
Развёртывание платёжного модуля (POC),532500.00,68,230500.00
Разработка панели администратора под ключ,671500.00,66,225900.00
Интеграция платёжного модуля с нуля,410500.00,46,157800.00
Настройка чат-бота (SaaS),102500.00,13,35000.00
Настройка мобильного приложения,148000.00,14,37400.00
Развёртывание DevOps-пайплайна с нуля,306500.00,37,103200.00
Миграция ERP-системы (SaaS),199500.00,19,97300.00
Консультация DevOps-пайплайна (POC),71000.00,5,20500.00
Разработка нагрузочного тестирования на основе существующего решения,1317500.00,108,545600.00
Интеграция веб-приложения под ключ,806000.00,100,310700.00
Развёртывание системы управления задачами под ключ,540000.00,44,140200.00
Миграция нагрузочного тестирования под ключ,473500.00,47,213700.00
Аудит API-сервиса с нуля,149500.00,12,59300.00
Аудит корпоративного портала (SaaS),125000.00,12,43900.00
Настройка панели администратора (SaaS),176000.00,17,79000.00
Настройка ERP-системы (SaaS),13500.00,1,6700.00
Развёртывание сети доставки контента с нуля,505500.00,62,217600.00
Разработка API-сервиса с нуля,802500.00,61,233800.00
Проектирование DevOps-пайплайна с нуля,402000.00,33,160500.00
Консультация API-сервиса на основе существующего решения,64000.00,5,21100.00
Оптимизация нагрузочного тестирования (SaaS),224000.00,26,102700.00
Внедрение CRM-системы на основе существующего решения,816500.00,102,336800.00
Проектирование API-сервиса с нуля,720500.00,80,290500.00
Развёртывание чат-бота под ключ,169500.00,21,71600.00
Сопровождение сети доставки контента (POC),118000.00,10,45000.00
Настройка облачной инфраструктуры (SaaS),93500.00,8,39700.00
Интеграция базы данных (Enterprise),477000.00,48,152000.00
Тестирование API-сервиса (Enterprise),140000.00,17,40100.00
Миграция API-сервиса (SaaS),846500.00,90,407200.00
Сопровождение ERP-системы (Enterprise),29000.00,4,10600.00
Консультация системы резервного копирования с нуля,51500.00,5,16200.00
Сопровождение мобильного приложения (MVP),12000.00,1,4100.00
Разработка CRM-системы (MVP),998500.00,89,461600.00
Разработка сети доставки контента,1921000.00,169,855900.00
Консультация мобильного приложения (SaaS),51000.00,5,24700.00
Миграция веб-приложения на основе существующего решения,469500.00,55,125500.00
Развёртывание корпоративного портала на основе существующего решения,258500.00,27,101400.00
Проектирование веб-приложения под ключ,233000.00,26,85400.00
Оптимизация нагрузочного тестирования (Enterprise),493000.00,51,197200.00
Внедрение панели администратора под ключ,481500.00,59,212200.00
Аудит микросервисной архитектуры (POC),178000.00,21,74300.00
Тестирование DevOps-пайплайна под ключ,256000.00,21,110200.00
Миграция веб-приложения,794000.00,60,245100.00
Тестирование платёжного модуля (MVP),225500.00,18,85600.00
Интеграция микросервисной архитектуры с нуля,514000.00,44,201300.00
Консультация сети доставки контента на основе существующего решения,41500.00,4,13300.00
Тестирование веб-приложения (SaaS),325000.00,35,83100.00
Внедрение корпоративного портала (Enterprise),374000.00,39,129800.00
Интеграция микросервисной архитектуры (SaaS),445000.00,54,168900.00
Оптимизация платёжного модуля (MVP),50500.00,6,19600.00
Оптимизация мобильного приложения под ключ,486500.00,41,184100.00
Оптимизация DevOps-пайплайна (POC),188000.00,23,71700.00
Развёртывание DevOps-пайплайна (SaaS),497000.00,51,221400.00
Разработка микросервисной архитектуры с нуля,506000.00,43,185400.00
Настройка системы управления задачами на основе существующего решения,67000.00,5,31600.00
Интеграция нагрузочного тестирования (MVP),617500.00,69,294700.00
Развёртывание корпоративного портала на основе существующего решения,545000.00,51,149900.00
Тестирование системы аутентификации (SaaS),257000.00,28,70200.00
Миграция микросервисной архитектуры,65000.00,6,17800.00
Развёртывание DevOps-пайплайна (POC),412500.00,37,108700.00
Миграция CRM-системы (Enterprise),207000.00,23,54300.00
Разработка платёжного модуля под ключ,841500.00,109,290800.00
Аудит облачной инфраструктуры,270000.00,22,100200.00
Миграция платёжного модуля (Enterprise),83500.00,8,40900.00
Оптимизация платёжного модуля (MVP),478500.00,53,148200.00
Интеграция мобильного приложения (SaaS),789500.00,76,296200.00
Сопровождение чат-бота (SaaS),87500.00,7,35600.00
Миграция сети доставки контента с нуля,473000.00,36,187300.00
Аудит чат-бота (SaaS),230500.00,28,109200.00
Сопровождение мобильного приложения,50000.00,4,18900.00
Интеграция платёжного модуля (SaaS),1139500.00,96,304600.00
Разработка системы мониторинга (SaaS),673000.00,81,326400.00
Оптимизация системы аналитики (SaaS),480500.00,36,200500.00
Аудит ERP-системы (POC),119000.00,12,32500.00
Настройка панели администратора,111000.00,10,28500.00
Развёртывание облачной инфраструктуры под ключ,107500.00,10,53700.00
Сопровождение системы управления задачами,45000.00,5,18100.00
Проектирование системы управления задачами с нуля,439000.00,42,158100.00
Внедрение платёжного модуля (POC),1000000.00,106,278100.00
Миграция системы управления задачами (POC),264000.00,26,96400.00
Консультация панели администратора (SaaS),72500.00,6,26600.00
Тестирование CRM-системы (SaaS),203000.00,21,55000.00
Настройка системы аналитики с нуля,93000.00,11,36700.00
Консультация DevOps-пайплайна под ключ,63000.00,6,23700.00
Тестирование системы мониторинга на основе существующего решения,320500.00,39,104100.00
Проектирование системы управления задачами (MVP),493000.00,38,160800.00
Консультация чат-бота (POC),21500.00,2,9200.00
Разработка системы резервного копирования с нуля,241500.00,21,63600.00
Интеграция системы аутентификации под ключ,107000.00,8,31800.00
Разработка системы аналитики с нуля,642500.00,79,256400.00
Сопровождение мобильного приложения под ключ,106500.00,13,28600.00
Миграция CRM-системы (MVP),430000.00,44,187200.00
Интеграция CRM-системы (MVP),830000.00,76,277100.00
Консультация API-сервиса на основе существующего решения,73000.00,8,27100.00
Проектирование веб-приложения с нуля,505500.00,61,239400.00
Оптимизация CRM-системы (Enterprise),106500.00,8,34700.00
Интеграция системы резервного копирования (Enterprise),397500.00,38,137600.00
Настройка системы аналитики на основе существующего решения,190000.00,19,69400.00
Настройка сети доставки контента с нуля,35500.00,4,9100.00
Разработка API-сервиса,524500.00,68,206900.00
Тестирование системы резервного копирования на основе существующего решения,164000.00,14,75400.00
Интеграция мобильного приложения с нуля,148500.00,16,37900.00
Настройка веб-приложения,30500.00,3,15100.00
Настройка панели администратора (SaaS),70500.00,5,22700.00
Консультация облачной инфраструктуры на основе существующего решения,76500.00,9,21400.00
Внедрение системы управления задачами с нуля,286000.00,25,136500.00
Настройка API-сервиса на основе существующего решения,62000.00,7,19600.00
Интеграция веб-приложения (Enterprise),158000.00,15,53100.00
Миграция микросервисной архитектуры (POC),357000.00,33,133700.00
Миграция базы данных (SaaS),524500.00,59,215800.00
Разработка облачной инфраструктуры под ключ,992500.00,105,415700.00
Тестирование веб-приложения с нуля,306000.00,22,79200.00
Разработка системы аутентификации (POC),1750000.00,166,731700.00
Развёртывание облачной инфраструктуры с нуля,357500.00,33,105400.00
Аудит сети доставки контента (Enterprise),189000.00,17,71500.00
Разработка системы управления задачами (SaaS),1790500.00,195,804900.00
Разработка системы управления задачами на основе существующего решения,109000.00,9,28600.00
Тестирование сети доставки контента на основе существующего решения,294500.00,26,114900.00
Разработка API-сервиса с нуля,1859000.00,166,607800.00
Тестирование сети доставки контента на основе существующего решения,188500.00,24,93300.00
Оптимизация DevOps-пайплайна на основе существующего решения,330500.00,26,103900.00
Проектирование системы аналитики на основе существующего решения,705500.00,76,242900.00
Настройка ERP-системы,155500.00,18,71100.00
Миграция базы данных (MVP),757000.00,81,232600.00
Внедрение чат-бота,360000.00,38,163200.00
Тестирование сети доставки контента на основе существующего решения,114000.00,11,47200.00
Сопровождение веб-приложения,125000.00,12,58800.00
Настройка микросервисной архитектуры (POC),191000.00,24,85200.00
Настройка нагрузочного тестирования под ключ,195500.00,22,94300.00
Миграция мобильного приложения с нуля,866000.00,67,348400.00
Оптимизация облачной инфраструктуры (SaaS),58000.00,6,23800.00
Разработка ERP-системы (MVP),669000.00,59,229600.00
Разработка корпоративного портала,1637500.00,137,582500.00
Тестирование системы аутентификации под ключ,83000.00,8,31200.00
Проектирование чат-бота (MVP),555500.00,46,219700.00
Настройка корпоративного портала,95500.00,8,35200.00
Миграция микросервисной архитектуры под ключ,199500.00,19,78300.00
Консультация веб-приложения,26000.00,3,11800.00
Развёртывание системы резервного копирования под ключ,257500.00,33,111200.00
Проектирование системы аналитики,543500.00,55,254700.00
Развёртывание облачной инфраструктуры,180000.00,17,53000.00
Интеграция системы управления задачами,166000.00,18,63500.00
Интеграция платёжного модуля с нуля,750500.00,74,337500.00
Аудит нагрузочного тестирования на основе существующего решения,176000.00,20,64900.00
Разработка микросервисной архитектуры (POC),488500.00,48,154600.00
Интеграция системы мониторинга,1111500.00,138,513500.00
Миграция API-сервиса с нуля,583000.00,62,189900.00
Развёртывание корпоративного портала под ключ,515000.00,47,202200.00
Аудит чат-бота (POC),204000.00,23,88600.00
Консультация системы управления задачами на основе существующего решения,33000.00,4,10500.00
Внедрение CRM-системы (Enterprise),992000.00,118,285000.00
Настройка системы аутентификации,23500.00,3,8200.00
Развёртывание веб-приложения (SaaS),354500.00,30,169100.00
Сопровождение системы аутентификации (POC),33000.00,3,11000.00
Миграция системы управления задачами с нуля,606500.00,70,244800.00
Развёртывание корпоративного портала (Enterprise),175000.00,15,64400.00
Настройка базы данных,68000.00,6,19600.00
Сопровождение системы мониторинга,90500.00,7,31600.00
Настройка веб-приложения,39000.00,3,15100.00
Настройка корпоративного портала (Enterprise),186000.00,19,63900.00
Развёртывание системы аналитики,190500.00,23,61200.00
Интеграция ERP-системы (MVP),466000.00,49,154200.00
Развёртывание базы данных с нуля,340000.00,41,136700.00
Тестирование DevOps-пайплайна (POC),164500.00,19,51500.00
Миграция системы мониторинга,229500.00,29,67200.00
Разработка DevOps-пайплайна на основе существующего решения,1785500.00,190,579600.00
Интеграция API-сервиса (POC),622500.00,67,288100.00
Миграция мобильного приложения (Enterprise),765500.00,74,219400.00
Внедрение облачной инфраструктуры на основе существующего решения,1196500.00,135,410700.00
Интеграция DevOps-пайплайна на основе существующего решения,560000.00,48,159300.00
Консультация API-сервиса (Enterprise),6500.00,1,2300.00
Разработка чат-бота с нуля,1657500.00,122,528700.00
Настройка базы данных (POC),38500.00,3,18600.00
Миграция нагрузочного тестирования с нуля,682500.00,86,216000.00
Разработка панели администратора (SaaS),1860500.00,154,559400.00
Консультация платёжного модуля,75500.00,6,30000.00
Проектирование панели администратора на основе существующего решения,395000.00,38,195800.00
Проектирование облачной инфраструктуры (Enterprise),619000.00,74,244000.00
Интеграция чат-бота,1045500.00,97,503500.00
Тестирование платёжного модуля (SaaS),132500.00,11,38300.00
Консультация системы резервного копирования под ключ,25000.00,2,8400.00
Интеграция нагрузочного тестирования (SaaS),433000.00,42,190700.00
Настройка нагрузочного тестирования (POC),174000.00,19,66400.00
Сопровождение платёжного модуля на основе существующего решения,128500.00,10,44700.00
Миграция системы управления задачами (POC),484000.00,39,172600.00
Миграция веб-приложения,892000.00,79,399500.00
Проектирование корпоративного портала (SaaS),275500.00,34,72800.00
Миграция облачной инфраструктуры с нуля,646000.00,72,245800.00
Сопровождение API-сервиса (MVP),127500.00,13,46300.00
Консультация системы резервного копирования,69000.00,8,33700.00
Разработка платёжного модуля на основе существующего решения,1865000.00,222,637800.00
Разработка системы аналитики,1925000.00,207,927300.00
Внедрение API-сервиса (MVP),1462000.00,176,479800.00
Проектирование DevOps-пайплайна на основе существующего решения,196000.00,20,93600.00
Оптимизация системы управления задачами (MVP),377500.00,33,176100.00
Тестирование мобильного приложения (MVP),27000.00,3,11200.00
Настройка системы аутентификации (SaaS),76500.00,9,22400.00
Настройка чат-бота (Enterprise),86000.00,10,28600.00
Внедрение веб-приложения с нуля,540000.00,42,155000.00
Внедрение микросервисной архитектуры под ключ,1334000.00,157,594800.00
Оптимизация облачной инфраструктуры под ключ,55500.00,7,14500.00
Консультация DevOps-пайплайна под ключ,66500.00,8,24800.00
Развёртывание мобильного приложения (MVP),109500.00,13,41400.00
Аудит сети доставки контента (POC),246500.00,29,62500.00
Интеграция панели администратора (POC),770000.00,70,336500.00
Проектирование системы управления задачами (POC),472000.00,53,169900.00
Сопровождение системы аутентификации,94000.00,8,41700.00
Аудит системы управления задачами на основе существующего решения,195500.00,24,75100.00
Оптимизация чат-бота с нуля,282000.00,30,112400.00
Развёртывание мобильного приложения (SaaS),448000.00,35,182500.00
Проектирование мобильного приложения,371500.00,46,176300.00
Внедрение нагрузочного тестирования (SaaS),982000.00,95,414800.00
Разработка платёжного модуля (POC),830500.00,66,211500.00
Интеграция системы аутентификации (SaaS),667000.00,60,301900.00
Развёртывание микросервисной архитектуры (MVP),314500.00,35,91300.00
Консультация облачной инфраструктуры (POC),40500.00,5,19400.00
Аудит нагрузочного тестирования под ключ,278500.00,32,85100.00
Развёртывание системы мониторинга с нуля,204000.00,15,101400.00
Внедрение DevOps-пайплайна под ключ,152500.00,19,45500.00
Миграция ERP-системы с нуля,532000.00,51,141600.00
Развёртывание микросервисной архитектуры (SaaS),458000.00,37,157900.00
Внедрение CRM-системы (MVP),713000.00,73,305800.00
Миграция системы мониторинга (SaaS),673500.00,52,249700.00
Разработка ERP-системы (MVP),603500.00,46,210100.00
Разработка чат-бота (MVP),1180000.00,110,369500.00
Настройка сети доставки контента (MVP),67000.00,7,32800.00
Развёртывание API-сервиса на основе существующего решения,299000.00,36,81600.00
Аудит системы мониторинга (Enterprise),83500.00,7,36900.00
Аудит корпоративного портала (POC),213500.00,25,81000.00
Консультация сети доставки контента (MVP),13000.00,1,3400.00
Проектирование системы аналитики (Enterprise),790500.00,89,250900.00
Внедрение системы управления задачами (Enterprise),311000.00,33,78200.00
Оптимизация ERP-системы (Enterprise),421500.00,40,151000.00
Сопровождение микросервисной архитектуры (Enterprise),77000.00,6,32300.00
Миграция панели администратора с нуля,620500.00,76,232400.00
Интеграция базы данных,642500.00,76,204300.00
Миграция веб-приложения (POC),532000.00,47,234800.00
Аудит чат-бота на основе существующего решения,114000.00,9,50000.00
Консультация микросервисной архитектуры (MVP),50500.00,6,20200.00
Миграция CRM-системы с нуля,103500.00,7,30400.00
Сопровождение системы аутентификации (SaaS),15500.00,2,6800.00
Сопровождение веб-приложения на основе существующего решения,58000.00,6,19600.00
Проектирование API-сервиса с нуля,603000.00,60,240900.00
Консультация платёжного модуля (MVP),71500.00,8,31000.00
Интеграция API-сервиса,1016500.00,85,297000.00
Миграция базы данных (POC),597500.00,77,163600.00
Сопровождение веб-приложения (Enterprise),66500.00,6,22000.00
Аудит панели администратора под ключ,80500.00,10,31900.00
Тестирование системы мониторинга,257000.00,21,114800.00
Консультация ERP-системы под ключ,65500.00,7,18700.00
Консультация системы аналитики (Enterprise),27500.00,2,9900.00
Внедрение платёжного модуля под ключ,1003000.00,91,269300.00
Настройка ERP-системы под ключ,170500.00,14,64300.00
Настройка базы данных с нуля,113500.00,10,55600.00
Интеграция системы аналитики,718500.00,80,272300.00
Консультация нагрузочного тестирования (POC),56000.00,6,18300.00
Миграция API-сервиса под ключ,402000.00,36,189300.00
Консультация облачной инфраструктуры на основе существующего решения,70500.00,7,29700.00
Тестирование DevOps-пайплайна,346000.00,35,115100.00
Развёртывание CRM-системы (SaaS),84500.00,10,34600.00
Аудит системы резервного копирования (Enterprise),290000.00,29,110600.00
Консультация панели администратора,12500.00,1,5700.00
Сопровождение API-сервиса (MVP),139500.00,17,56500.00
Настройка CRM-системы (Enterprise),148500.00,12,49900.00
Консультация API-сервиса (POC),75500.00,8,34200.00
Сопровождение CRM-системы с нуля,88000.00,10,32000.00
Интеграция DevOps-пайплайна с нуля,986000.00,84,299700.00
Настройка облачной инфраструктуры (POC),63000.00,7,27600.00
