name,cost,duration_days,prepayment
Развёртывание платёжного модуля (SaaS),101500.00,10,46600.00
Развёртывание облачной инфраструктуры (SaaS),298000.00,26,139500.00
Аудит системы аутентификации с нуля,207500.00,26,69800.00
Внедрение мобильного приложения (Enterprise),1049500.00,115,296600.00
Миграция DevOps-пайплайна,714000.00,80,188000.00
Настройка базы данных под ключ,73000.00,8,27500.00
Внедрение мобильного приложения под ключ,397000.00,43,129700.00
Разработка системы мониторинга (MVP),1811000.00,204,757100.00
Проектирование сети доставки контента,210000.00,21,78000.00
Внедрение корпоративного портала,260500.00,28,123000.00
Аудит панели администратора на основе существующего решения,204000.00,22,86100.00
Настройка платёжного модуля (POC),36000.00,3,10400.00
Развёртывание корпоративного портала (POC),484000.00,46,141800.00
Миграция сети доставки контента на основе существующего решения,844000.00,73,337500.00
Внедрение чат-бота (MVP),100500.00,11,34600.00
Разработка системы управления задачами (Enterprise),1338000.00,155,558200.00
Сопровождение DevOps-пайплайна (SaaS),26500.00,3,10700.00
Аудит системы мониторинга (SaaS),119000.00,13,51900.00
Миграция системы мониторинга на основе существующего решения,843500.00,74,214800.00
Внедрение системы аутентификации под ключ,236500.00,25,84700.00
Настройка API-сервиса,198500.00,23,84000.00
Аудит облачной инфраструктуры (POC),161000.00,12,58900.00
Развёртывание системы аналитики (SaaS),565000.00,52,209900.00
Аудит микросервисной архитектуры с нуля,35000.00,4,9500.00
Консультация API-сервиса (SaaS),5500.00,1,2500.00
Сопровождение базы данных (SaaS),13000.00,1,3600.00
Миграция системы мониторинга под ключ,651000.00,73,177800.00
Аудит платёжного модуля (MVP),179500.00,21,88200.00
Настройка базы данных на основе существующего решения,170000.00,22,60300.00
Консультация микросервисной архитектуры (SaaS),54000.00,5,24600.00
Внедрение корпоративного портала под ключ,888500.00,114,299100.00
Интеграция панели администратора (SaaS),226000.00,16,98200.00
Настройка платёжного модуля (Enterprise),94500.00,8,26100.00
Развёртывание системы аналитики (MVP),245500.00,31,110900.00
Миграция чат-бота (SaaS),787000.00,102,349100.00
Проектирование системы управления задачами (POC),404000.00,35,170500.00
Внедрение панели администратора (SaaS),574000.00,72,159500.00
Разработка веб-приложения (MVP),66500.00,5,17000.00
Миграция платёжного модуля (POC),713500.00,87,248600.00
Сопровождение API-сервиса на основе существующего решения,53500.00,4,16800.00
Внедрение платёжного модуля (Enterprise),1472000.00,152,709500.00
Интеграция CRM-системы на основе существующего решения,1101500.00,125,386500.00
Интеграция CRM-системы на основе существующего решения,1078000.00,83,387600.00
Интеграция CRM-системы,480000.00,50,218000.00
Миграция системы управления задачами,437000.00,34,136700.00
Сопровождение системы управления задачами,51500.00,5,19600.00
Проектирование мобильного приложения на основе существующего решения,70000.00,5,29200.00
Проектирование базы данных,50000.00,4,12900.00
Внедрение веб-приложения под ключ,927000.00,114,412700.00
Сопровождение DevOps-пайплайна,127500.00,12,54900.00
Настройка платёжного модуля (MVP),67500.00,6,19100.00
Проектирование корпоративного портала с нуля,62500.00,7,29800.00
Разработка корпоративного портала (MVP),63000.00,5,25600.00
Аудит панели администратора,35500.00,4,12400.00
Аудит DevOps-пайплайна (Enterprise),102000.00,10,42800.00
Оптимизация веб-приложения (POC),342500.00,39,95900.00
Внедрение платёжного модуля (Enterprise),1233500.00,107,549100.00
Миграция системы резервного копирования с нуля,872000.00,102,247500.00
Внедрение нагрузочного тестирования на основе существующего решения,810000.00,85,318200.00
Настройка облачной инфраструктуры (Enterprise),18500.00,2,7400.00
Настройка системы управления задачами,122000.00,13,50700.00
Оптимизация системы управления задачами под ключ,115000.00,14,45800.00
Миграция чат-бота (Enterprise),413500.00,43,206500.00
Проектирование веб-приложения,545000.00,57,139000.00
Внедрение сети доставки контента на основе существующего решения,386500.00,41,159900.00
Интеграция платёжного модуля (SaaS),1171500.00,89,330000.00
Сопровождение системы аутентификации (SaaS),72500.00,6,21800.00
Сопровождение системы аналитики (POC),69500.00,6,18300.00
Проектирование корпоративного портала на основе существующего решения,600500.00,65,279100.00
Тестирование микросервисной архитектуры (POC),52500.00,5,20100.00
Тестирование корпоративного портала на основе существующего решения,260000.00,23,110000.00
Тестирование системы аналитики,250000.00,19,87000.00
Консультация чат-бота (Enterprise),19000.00,1,8500.00
Аудит облачной инфраструктуры (MVP),153000.00,12,58100.00
Настройка CRM-системы (MVP),103500.00,9,27600.00
Развёртывание нагрузочного тестирования (MVP),410500.00,34,165400.00
Сопровождение веб-приложения под ключ,55000.00,6,24600.00
Проектирование системы аналитики,348500.00,38,169400.00
Внедрение корпоративного портала (SaaS),298500.00,27,119700.00
Настройка системы аутентификации (MVP),47000.00,6,17100.00
Консультация API-сервиса с нуля,45000.00,5,17900.00
Развёртывание системы мониторинга с нуля,118000.00,13,41900.00
Сопровождение сети доставки контента под ключ,29000.00,2,8500.00
Развёртывание ERP-системы на основе существующего решения,597000.00,69,215900.00
Аудит микросервисной архитектуры на основе существующего решения,196500.00,17,57300.00
Оптимизация мобильного приложения под ключ,80000.00,7,27200.00
Сопровождение ERP-системы с нуля,99000.00,12,37900.00
Оптимизация веб-приложения (Enterprise),68500.00,8,27500.00
Интеграция API-сервиса с нуля,266000.00,26,82400.00
Разработка системы аналитики на основе существующего решения,1768500.00,132,565700.00
Оптимизация DevOps-пайплайна с нуля,240000.00,19,112900.00
Сопровождение базы данных,102500.00,7,31700.00
Настройка базы данных (SaaS),174500.00,22,53900.00
Развёртывание базы данных под ключ,106500.00,13,42800.00
Аудит CRM-системы (POC),275000.00,28,99000.00
Сопровождение платёжного модуля (SaaS),10500.00,1,3100.00
Сопровождение облачной инфраструктуры на основе существующего решения,37000.00,3,17500.00
Развёртывание облачной инфраструктуры на основе существующего решения,275000.00,23,105100.00
Настройка ERP-системы (POC),133000.00,17,44800.00
Внедрение DevOps-пайплайна (Enterprise),777000.00,63,363700.00
Интеграция DevOps-пайплайна с нуля,872000.00,99,386600.00
Сопровождение сети доставки контента (POC),148500.00,13,59700.00
Сопровождение системы мониторинга (Enterprise),77500.00,6,21400.00
Миграция облачной инфраструктуры (POC),165500.00,18,66100.00
Сопровождение сети доставки контента,68500.00,8,29900.00
Аудит ERP-системы (MVP),101000.00,9,31000.00
Проектирование облачной инфраструктуры на основе существующего решения,522000.00,47,199400.00
Развёртывание панели администратора с нуля,230500.00,19,63000.00
Интеграция API-сервиса (MVP),127500.00,11,57000.00
Консультация панели администратора под ключ,37500.00,3,15500.00
Разработка CRM-системы,1418500.00,179,624900.00
Внедрение панели администратора (SaaS),902000.00,100,386200.00
Тестирование CRM-системы (MVP),359000.00,28,150700.00
Сопровождение системы аутентификации на основе существующего решения,104000.00,9,42700.00
Разработка микросервисной архитектуры под ключ,998000.00,85,258500.00
Развёртывание нагрузочного тестирования под ключ,402000.00,48,164100.00
Внедрение базы данных (Enterprise),1148000.00,107,364400.00
Разработка чат-бота с нуля,1390500.00,127,642200.00
Сопровождение чат-бота (POC),18000.00,2,6500.00
Оптимизация мобильного приложения с нуля,201500.00,21,98300.00
Тестирование корпоративного портала (Enterprise),51000.00,5,18300.00
Сопровождение системы резервного копирования,34000.00,4,14800.00
Разработка облачной инфраструктуры с нуля,1499000.00,182,535800.00
Оптимизация микросервисной архитектуры на основе существующего решения,420500.00,39,163400.00
Разработка панели администратора под ключ,778500.00,56,302700.00
Сопровождение корпоративного портала (POC),87500.00,9,33400.00
Настройка CRM-системы на основе существующего решения,128000.00,15,44400.00
Оптимизация DevOps-пайплайна под ключ,236500.00,25,80800.00
Миграция системы управления задачами на основе существующего решения,293000.00,24,94600.00
Аудит системы резервного копирования (Enterprise),231000.00,22,91300.00
Тестирование DevOps-пайплайна на основе существующего решения,162500.00,18,41700.00
Оптимизация CRM-системы под ключ,435000.00,31,210700.00
Тестирование системы управления задачами,390000.00,32,151700.00
Развёртывание CRM-системы (POC),383000.00,44,116500.00
Миграция сети доставки контента (SaaS),79000.00,8,21600.00
Внедрение веб-приложения,307000.00,39,118900.00
Проектирование базы данных (SaaS),738000.00,83,351500.00
Сопровождение DevOps-пайплайна,73500.00,9,23200.00
Оптимизация веб-приложения под ключ,213500.00,22,57600.00
Внедрение API-сервиса,931500.00,105,405300.00
Миграция DevOps-пайплайна (POC),742000.00,59,227000.00
Настройка CRM-системы с нуля,159000.00,13,68000.00
Настройка API-сервиса на основе существующего решения,97000.00,11,24800.00
Оптимизация API-сервиса на основе существующего решения,162000.00,19,70100.00
Проектирование мобильного приложения под ключ,164000.00,15,56200.00
Миграция системы аутентификации (Enterprise),167500.00,20,75400.00
Настройка ERP-системы с нуля,128500.00,16,52100.00
Разработка системы аутентификации (MVP),953000.00,121,400000.00
Оптимизация платёжного модуля (SaaS),254000.00,24,117800.00
Настройка нагрузочного тестирования под ключ,75500.00,5,19600.00
Тестирование системы управления задачами (POC),329500.00,43,107200.00
Тестирование чат-бота,165500.00,18,44500.00
Настройка нагрузочного тестирования (SaaS),42000.00,4,17700.00
Оптимизация микросервисной архитектуры (MVP),400000.00,52,119500.00
Развёртывание панели администратора (POC),508000.00,38,221900.00
Проектирование системы аутентификации (Enterprise),355000.00,39,169100.00
Консультация системы мониторинга (SaaS),18000.00,2,7200.00
Интеграция чат-бота на основе существующего решения,169500.00,14,63500.00
Консультация веб-приложения (MVP),15500.00,1,5500.00
Консультация системы резервного копирования под ключ,43000.00,3,17900.00
Развёртывание системы управления задачами с нуля,567500.00,43,145700.00
Консультация микросервисной архитектуры под ключ,70000.00,7,18700.00
Аудит платёжного модуля (POC),147500.00,11,59400.00
Тестирование чат-бота с нуля,247000.00,18,97600.00
Внедрение ERP-системы (MVP),575000.00,45,230000.00
Настройка базы данных,90000.00,9,37700.00
Внедрение базы данных (Enterprise),1467500.00,140,578300.00
Тестирование микросервисной архитектуры,55500.00,6,19500.00
Аудит корпоративного портала,160500.00,17,56100.00
Тестирование облачной инфраструктуры (Enterprise),168500.00,16,52600.00
Миграция системы мониторинга (Enterprise),133500.00,15,45400.00
Сопровождение сети доставки контента,148000.00,11,51600.00
Тестирование базы данных на основе существующего решения,31000.00,3,8700.00
Сопровождение сети доставки контента на основе существующего решения,81500.00,8,24100.00
Интеграция платёжного модуля (MVP),751500.00,82,290300.00
Развёртывание облачной инфраструктуры (POC),140500.00,11,36200.00
Разработка чат-бота (POC),1144000.00,120,483800.00
Тестирование системы аутентификации (SaaS),387000.00,47,125700.00
Тестирование облачной инфраструктуры (POC),346500.00,41,170800.00
Развёртывание облачной инфраструктуры под ключ,337500.00,37,128600.00
Разработка системы аутентификации (MVP),1168000.00,94,303900.00
Аудит сети доставки контента на основе существующего решения,36000.00,4,15600.00
Разработка панели администратора с нуля,651000.00,58,175700.00
Проектирование чат-бота (SaaS),207000.00,17,94400.00
Оптимизация мобильного приложения (Enterprise),299500.00,30,148800.00
Разработка облачной инфраструктуры под ключ,1991000.00,175,861800.00
Разработка микросервисной архитектуры с нуля,670500.00,79,260100.00
Оптимизация нагрузочного тестирования (SaaS),67500.00,8,21800.00
Сопровождение базы данных (SaaS),91000.00,7,45200.00
Консультация мобильного приложения (Enterprise),52000.00,4,16300.00
Тестирование панели администратора,138500.00,16,57500.00
Настройка базы данных на основе существующего решения,38500.00,5,16100.00
Оптимизация мобильного приложения,306000.00,37,84800.00
Оптимизация системы управления задачами,205000.00,25,79000.00
Миграция DevOps-пайплайна (Enterprise),777000.00,68,348900.00
Настройка системы аутентификации (SaaS),109500.00,12,53900.00
Интеграция мобильного приложения (POC),385000.00,30,124900.00
Миграция корпоративного портала с нуля,447500.00,38,163200.00
Развёртывание нагрузочного тестирования с нуля,208000.00,18,69700.00
Развёртывание панели администратора на основе существующего решения,591500.00,76,180100.00
Проектирование DevOps-пайплайна на основе существующего решения,576000.00,69,270600.00
Миграция веб-приложения,332000.00,28,85100.00
Проектирование платёжного модуля (SaaS),161000.00,12,77900.00
Проектирование системы мониторинга,778500.00,62,369100.00
Развёртывание панели администратора под ключ,365000.00,43,128800.00
Внедрение веб-приложения (POC),462000.00,52,185600.00
Аудит микросервисной архитектуры на основе существующего решения,242500.00,30,110300.00
Тестирование CRM-системы с нуля,226500.00,21,71100.00
Внедрение сети доставки контента (SaaS),280000.00,24,100200.00
Аудит системы аутентификации (SaaS),93000.00,8,23400.00
Внедрение микросервисной архитектуры,1078000.00,87,357300.00
Тестирование облачной инфраструктуры,38000.00,3,13900.00
Миграция мобильного приложения (POC),507000.00,51,131000.00
Интеграция системы управления задачами (POC),975500.00,96,374500.00
Настройка системы мониторинга (POC),30000.00,3,13800.00
Развёртывание ERP-системы под ключ,411500.00,53,131200.00
Развёртывание сети доставки контента (MVP),456000.00,45,214800.00
Консультация нагрузочного тестирования (POC),70500.00,8,29200.00
Интеграция API-сервиса (SaaS),496500.00,50,244500.00
Интеграция нагрузочного тестирования под ключ,702500.00,84,248600.00
Сопровождение API-сервиса,28000.00,3,7200.00
Проектирование ERP-системы под ключ,241000.00,17,109700.00
Тестирование системы управления задачами (SaaS),236500.00,18,77300.00
Оптимизация CRM-системы (MVP),310000.00,34,119100.00
Разработка панели администратора под ключ,834000.00,84,401100.00
Разработка корпоративного портала под ключ,1182000.00,99,351300.00
Сопровождение веб-приложения (Enterprise),32500.00,4,13600.00
Тестирование CRM-системы на основе существующего решения,182000.00,19,87500.00
Сопровождение мобильного приложения (MVP),125500.00,11,56800.00
Консультация базы данных с нуля,64000.00,6,30100.00
Сопровождение микросервисной архитектуры с нуля,54500.00,5,15300.00
Развёртывание ERP-системы на основе существующего решения,435000.00,35,156900.00
Консультация сети доставки контента (MVP),63500.00,6,29900.00
Настройка облачной инфраструктуры (SaaS),170000.00,17,48600.00
Консультация корпоративного портала,14000.00,2,6200.00
Сопровождение сети доставки контента (Enterprise),73500.00,8,29900.00
Оптимизация CRM-системы на основе существующего решения,390000.00,43,176900.00
Миграция чат-бота (Enterprise),506000.00,59,175200.00
Тестирование мобильного приложения с нуля,210500.00,25,64600.00
Оптимизация API-сервиса на основе существующего решения,43500.00,4,14100.00
Сопровождение системы аналитики с нуля,47500.00,6,23200.00
Настройка панели администратора под ключ,32500.00,4,14600.00
Интеграция облачной инфраструктуры,179500.00,15,79700.00
Разработка облачной инфраструктуры (Enterprise),1379000.00,171,629500.00
Сопровождение системы аналитики с нуля,71000.00,7,30000.00
Аудит системы резервного копирования (SaaS),261000.00,32,82400.00
Сопровождение мобильного приложения (POC),61500.00,8,22100.00
Интеграция системы аналитики,1154500.00,106,495100.00
Тестирование микросервисной архитектуры,283000.00,24,119600.00
Настройка системы мониторинга (MVP),84500.00,10,38100.00
Внедрение DevOps-пайплайна (MVP),482500.00,42,137700.00
Развёртывание системы мониторинга,226000.00,28,81000.00
Разработка нагрузочного тестирования под ключ,1821000.00,223,842800.00
Проектирование облачной инфраструктуры на основе существующего решения,218000.00,23,89900.00
Миграция корпоративного портала на основе существующего решения,438000.00,45,173700.00
Интеграция ERP-системы (SaaS),579000.00,54,179100.00
Интеграция системы управления задачами,280500.00,20,117600.00
Сопровождение корпоративного портала с нуля,52500.00,6,21900.00
Аудит системы управления задачами (MVP),29000.00,3,10300.00
Миграция мобильного приложения (Enterprise),78500.00,9,26400.00
Оптимизация сети доставки контента на основе существующего решения,111500.00,8,50900.00
Проектирование панели администратора с нуля,177000.00,18,73400.00
Тестирование корпоративного портала (POC),319500.00,29,84300.00
Тестирование системы аутентификации (POC),89000.00,6,27200.00
Тестирование сети доставки контента с нуля,300000.00,34,86700.00
Проектирование базы данных (MVP),382000.00,27,135000.00
Сопровождение нагрузочного тестирования (Enterprise),37000.00,4,16000.00
Тестирование панели администратора под ключ,390000.00,33,111600.00
Миграция панели администратора (SaaS),481500.00,51,203500.00
Внедрение нагрузочного тестирования,344000.00,33,134500.00
Интеграция облачной инфраструктуры,386000.00,37,165800.00
Оптимизация базы данных с нуля,140000.00,11,60000.00
Тестирование ERP-системы (POC),144500.00,16,56600.00
Разработка API-сервиса (Enterprise),257500.00,21,124800.00
Тестирование панели администратора,319500.00,28,152600.00
Миграция базы данных (Enterprise),557000.00,43,278200.00
Тестирование облачной инфраструктуры (Enterprise),44500.00,3,11300.00
Развёртывание системы аутентификации (Enterprise),494500.00,55,164900.00
Аудит чат-бота (Enterprise),153000.00,16,49900.00
Консультация API-сервиса с нуля,22500.00,2,6600.00
Аудит микросервисной архитектуры,299500.00,35,84500.00
Разработка веб-приложения (Enterprise),1127000.00,111,386600.00
Миграция CRM-системы с нуля,585000.00,71,286800.00
Оптимизация системы аналитики (POC),356500.00,27,162700.00
Внедрение панели администратора под ключ,458000.00,41,115600.00
Аудит нагрузочного тестирования (SaaS),120000.00,15,33400.00
Сопровождение панели администратора (POC),59000.00,6,29000.00
Консультация системы аутентификации (Enterprise),16500.00,2,5500.00
Консультация системы мониторинга на основе существующего решения,58500.00,7,19000.00
Интеграция базы данных,139500.00,16,62700.00
Сопровождение панели администратора,98000.00,12,43500.00
Миграция системы аутентификации (Enterprise),381500.00,45,106100.00
Настройка системы резервного копирования (MVP),57500.00,5,27000.00
Развёртывание CRM-системы на основе существующего решения,123000.00,11,46000.00
Развёртывание сети доставки контента под ключ,456000.00,57,222000.00
Миграция чат-бота (MVP),699000.00,89,224200.00
Развёртывание нагрузочного тестирования (Enterprise),316500.00,29,83400.00
Внедрение панели администратора (SaaS),705000.00,90,200400.00
Настройка системы управления задачами (POC),51500.00,6,16200.00
Развёртывание системы управления задачами (SaaS),521500.00,55,257900.00
Оптимизация API-сервиса (Enterprise),247500.00,25,66300.00
Консультация панели администратора,47000.00,3,16500.00
Оптимизация системы аутентификации (SaaS),55500.00,7,14700.00
Настройка системы мониторинга под ключ,87000.00,11,43500.00
Интеграция системы аналитики под ключ,110500.00,9,50700.00
Развёртывание сети доставки контента (Enterprise),168500.00,18,81900.00
Разработка API-сервиса (MVP),426500.00,43,164700.00
Развёртывание базы данных (MVP),270000.00,31,89500.00
Проектирование DevOps-пайплайна на основе существующего решения,519500.00,48,244500.00
Разработка веб-приложения,1138000.00,133,455000.00
Консультация нагрузочного тестирования (Enterprise),26000.00,2,7700.00
Аудит платёжного модуля (POC),182000.00,13,84800.00
Проектирование CRM-системы с нуля,74000.00,8,28300.00
Интеграция DevOps-пайплайна (MVP),261500.00,20,72300.00
Интеграция API-сервиса под ключ,811500.00,72,292100.00
Сопровождение панели администратора (SaaS),133000.00,10,54100.00
Интеграция облачной инфраструктуры (SaaS),661000.00,85,183000.00
Интеграция системы управления задачами,1084000.00,140,370000.00
Миграция мобильного приложения,613500.00,53,153700.00
Аудит системы мониторинга под ключ,293000.00,23,103700.00
Тестирование микросервисной архитектуры (POC),170500.00,14,61600.00
Сопровождение системы аналитики (POC),17500.00,2,6500.00
Тестирование системы аналитики,94500.00,8,26600.00
Внедрение сети доставки контента,1411500.00,141,551200.00
Оптимизация системы управления задачами с нуля,479000.00,36,151600.00
Внедрение мобильного приложения с нуля,581500.00,65,170400.00
Внедрение CRM-системы (POC),1268000.00,129,367800.00
Аудит системы аналитики,23500.00,3,9000.00
Сопровождение DevOps-пайплайна на основе существующего решения,48500.00,6,14100.00
Развёртывание чат-бота (SaaS),211000.00,20,93200.00
Настройка DevOps-пайплайна на основе существующего решения,43500.00,5,12400.00
Аудит системы мониторинга (SaaS),124500.00,13,56100.00
Миграция платёжного модуля под ключ,468000.00,47,233700.00
Миграция системы аутентификации (Enterprise),656500.00,58,241300.00
Проектирование облачной инфраструктуры (POC),598000.00,63,155500.00
Сопровождение корпоративного портала с нуля,102000.00,13,36300.00
Консультация нагрузочного тестирования (POC),48000.00,6,13000.00
Внедрение системы мониторинга,453500.00,54,129500.00
Проектирование системы аутентификации (MVP),743500.00,71,221200.00
Внедрение системы аутентификации на основе существующего решения,846000.00,67,397800.00
Сопровождение панели администратора (Enterprise),23000.00,3,9900.00
Развёртывание системы аналитики под ключ,296000.00,38,100500.00
Разработка системы резервного копирования с нуля,98000.00,10,45400.00
Тестирование CRM-системы (Enterprise),201000.00,24,64800.00
Настройка веб-приложения (MVP),171000.00,20,53000.00
Развёртывание микросервисной архитектуры (MVP),298000.00,31,121800.00
Интеграция облачной инфраструктуры с нуля,761500.00,98,271300.00
Оптимизация микросервисной архитектуры (MVP),270000.00,21,87200.00
Развёртывание мобильного приложения (POC),270000.00,28,89800.00
Проектирование системы аутентификации (POC),467500.00,44,189900.00
Интеграция базы данных,330500.00,32,134000.00
Настройка чат-бота с нуля,86500.00,8,39000.00
Проектирование системы мониторинга под ключ,705500.00,78,270100.00
Настройка облачной инфраструктуры с нуля,171000.00,16,58500.00
Интеграция сети доставки контента под ключ,1060500.00,103,298100.00
Развёртывание системы мониторинга (POC),395500.00,33,147200.00
Внедрение мобильного приложения (MVP),1113000.00,107,281800.00
Аудит чат-бота,180000.00,18,66600.00
Тестирование DevOps-пайплайна (POC),25500.00,3,12700.00
Проектирование API-сервиса с нуля,454500.00,52,150300.00
Оптимизация системы управления задачами,275500.00,34,84900.00
Тестирование системы управления задачами под ключ,360500.00,45,151600.00
Проектирование системы мониторинга на основе существующего решения,45000.00,5,15400.00
Тестирование панели администратора (SaaS),283000.00,24,123800.00
Интеграция чат-бота (SaaS),198500.00,23,55000.00
Сопровождение веб-приложения (MVP),73500.00,6,30500.00
Развёртывание системы резервного копирования (MVP),330000.00,40,87700.00
Тестирование базы данных (POC),28500.00,2,7500.00
Миграция DevOps-пайплайна (POC),648000.00,73,169700.00
Оптимизация ERP-системы на основе существующего решения,188500.00,23,88700.00
Развёртывание веб-приложения (POC),348500.00,36,161900.00
Сопровождение API-сервиса,27500.00,2,10100.00
Разработка мобильного приложения,1779000.00,228,739800.00
Проектирование системы аутентификации на основе существующего решения,186000.00,18,69900.00
Миграция ERP-системы,171000.00,18,63800.00
Аудит системы аналитики под ключ,268500.00,23,82400.00
Консультация системы управления задачами,67000.00,9,27000.00
Оптимизация API-сервиса (MVP),61500.00,8,29600.00
Развёртывание системы аутентификации (POC),339000.00,43,141400.00
Аудит ERP-системы (SaaS),198500.00,22,86900.00
Оптимизация системы аналитики,344000.00,35,131000.00
Интеграция панели администратора (Enterprise),932500.00,101,335100.00
Тестирование мобильного приложения,56500.00,7,14600.00
Проектирование системы аутентификации (SaaS),32500.00,4,12200.00
Оптимизация мобильного приложения на основе существующего решения,184000.00,15,59400.00
Сопровождение системы мониторинга (MVP),31500.00,3,9600.00
Проектирование CRM-системы (SaaS),664500.00,60,226100.00
Оптимизация чат-бота с нуля,493500.00,46,136700.00
Консультация системы аналитики (POC),79500.00,9,23200.00
Оптимизация системы управления задачами,191500.00,14,90900.00
Тестирование ERP-системы (SaaS),285000.00,31,102000.00
Развёртывание нагрузочного тестирования (MVP),560500.00,69,268600.00
Оптимизация системы аналитики (SaaS),312000.00,26,149200.00
Оптимизация системы аутентификации под ключ,278000.00,34,129400.00
Разработка DevOps-пайплайна под ключ,1293000.00,96,538100.00
Консультация чат-бота (SaaS),39000.00,5,11800.00
Консультация API-сервиса (POC),29000.00,3,8900.00
Консультация платёжного модуля (MVP),64500.00,6,16400.00
Проектирование системы резервного копирования,249000.00,28,118700.00
Тестирование чат-бота с нуля,242000.00,29,104300.00
Оптимизация нагрузочного тестирования (MVP),491000.00,63,213400.00
Сопровождение системы управления задачами (Enterprise),25500.00,2,10300.00
Аудит мобильного приложения (POC),286500.00,22,72000.00
Интеграция облачной инфраструктуры (MVP),619000.00,55,214200.00
Интеграция платёжного модуля (Enterprise),1180500.00,101,575600.00
Консультация CRM-системы на основе существующего решения,70000.00,9,19400.00
Разработка облачной инфраструктуры (Enterprise),1935500.00,250,743600.00
Внедрение DevOps-пайплайна с нуля,396500.00,42,155800.00
Разработка чат-бота под ключ,1138500.00,96,362500.00
Сопровождение ERP-системы (Enterprise),91000.00,7,25700.00
Внедрение системы аутентификации под ключ,792500.00,89,350200.00
Аудит ERP-системы (MVP),79000.00,7,23200.00
Оптимизация CRM-системы под ключ,177000.00,18,88000.00
Интеграция платёжного модуля,376500.00,37,186400.00
Проектирование системы управления задачами на основе существующего решения,168500.00,20,60900.00
Настройка корпоративного портала на основе существующего решения,53500.00,5,15700.00
Настройка облачной инфраструктуры на основе существующего решения,161000.00,20,76000.00
Аудит системы аналитики с нуля,197000.00,18,86000.00
Оптимизация корпоративного портала (MVP),134000.00,17,36700.00
Интеграция сети доставки контента (SaaS),77500.00,6,24300.00
Консультация CRM-системы на основе существующего решения,32000.00,3,11000.00
Интеграция мобильного приложения (POC),807500.00,99,253100.00
Миграция системы аналитики (Enterprise),160500.00,15,41500.00
Проектирование системы мониторинга,218500.00,22,71100.00
Развёртывание системы управления задачами (Enterprise),63000.00,8,28700.00
Оптимизация системы управления задачами под ключ,316500.00,34,152200.00
Оптимизация чат-бота (MVP),173000.00,22,77200.00
