name,cost,duration_days,prepayment
Оптимизация платёжного модуля под ключ,228000.00,28,109100.00
Сопровождение системы мониторинга на основе существующего решения,34500.00,3,11200.00
Внедрение системы мониторинга на основе существующего решения,1336000.00,143,340800.00
Разработка API-сервиса (POC),1932500.00,169,695500.00
Настройка корпоративного портала (Enterprise),122500.00,9,46800.00
Сопровождение DevOps-пайплайна,69500.00,8,27500.00
Настройка системы аналитики (Enterprise),54000.00,4,23000.00
Консультация микросервисной архитектуры,46000.00,4,11700.00
Внедрение системы резервного копирования на основе существующего решения,375000.00,42,157200.00
Настройка системы аутентификации под ключ,127000.00,13,45200.00
Настройка корпоративного портала,36500.00,3,10500.00
Аудит ERP-системы,80000.00,7,21300.00
Интеграция системы аутентификации под ключ,893000.00,83,333300.00
Внедрение корпоративного портала (Enterprise),1390500.00,175,434800.00
Оптимизация платёжного модуля (POC),474500.00,46,229400.00
Разработка платёжного модуля (POC),1482000.00,149,488700.00
Оптимизация системы управления задачами (POC),316500.00,26,123400.00
Тестирование API-сервиса под ключ,238000.00,27,97800.00
Оптимизация системы аутентификации (MVP),283500.00,24,81300.00
Проектирование нагрузочного тестирования под ключ,766000.00,82,321200.00
Аудит системы аутентификации,114500.00,8,36400.00
Миграция микросервисной архитектуры с нуля,171500.00,17,63000.00
Проектирование веб-приложения на основе существующего решения,62500.00,7,22600.00
Аудит сети доставки контента (MVP),39000.00,4,16500.00
Консультация системы мониторинга (MVP),37500.00,4,15500.00
Сопровождение системы мониторинга (POC),74500.00,9,19900.00
Миграция системы аналитики (POC),849500.00,61,322700.00
Проектирование базы данных (SaaS),30500.00,3,11600.00
Разработка панели администратора (SaaS),828000.00,94,229300.00
Интеграция системы управления задачами на основе существующего решения,1114500.00,107,387200.00
Оптимизация системы мониторинга под ключ,249000.00,32,90900.00
Интеграция ERP-системы (MVP),1163000.00,85,344900.00
Настройка ERP-системы под ключ,163500.00,21,62100.00
Внедрение ERP-системы с нуля,904000.00,102,235500.00
Внедрение корпоративного портала с нуля,805500.00,77,256900.00
Развёртывание платёжного модуля под ключ,156000.00,17,62100.00
Аудит CRM-системы (POC),262500.00,30,90700.00
Оптимизация системы мониторинга под ключ,493500.00,61,222200.00
Внедрение API-сервиса с нуля,650500.00,72,172400.00
Оптимизация API-сервиса (POC),307500.00,26,139300.00
Разработка мобильного приложения под ключ,1887500.00,229,491100.00
Разработка панели администратора (Enterprise),1730000.00,168,789900.00
Оптимизация мобильного приложения с нуля,278000.00,36,123600.00
Оптимизация мобильного приложения,208000.00,25,62700.00
Миграция системы мониторинга (SaaS),888000.00,93,277500.00
Консультация системы аналитики с нуля,18500.00,2,6000.00
Настройка системы аутентификации под ключ,161500.00,20,51000.00
Разработка веб-приложения (SaaS),1567000.00,131,466800.00
Сопровождение платёжного модуля (SaaS),11000.00,1,5200.00
Сопровождение панели администратора на основе существующего решения,77500.00,7,35300.00
Проектирование системы мониторинга (MVP),647500.00,79,229400.00
Сопровождение сети доставки контента под ключ,146500.00,15,58900.00
Разработка системы аналитики под ключ,649500.00,59,168400.00
Разработка базы данных (SaaS),1257500.00,133,491900.00
Развёртывание системы резервного копирования с нуля,534500.00,45,220500.00
Развёртывание API-сервиса под ключ,355500.00,44,101800.00
Разработка API-сервиса (Enterprise),252500.00,29,64000.00
Разработка веб-приложения (SaaS),870500.00,111,229100.00
Внедрение веб-приложения (MVP),569000.00,43,249400.00
Тестирование системы аутентификации с нуля,129500.00,14,45600.00
Развёртывание системы аналитики (SaaS),56500.00,6,27900.00
Разработка нагрузочного тестирования под ключ,1450000.00,138,493900.00
Оптимизация системы аналитики (Enterprise),463500.00,57,208000.00
Разработка веб-приложения под ключ,1052500.00,88,472900.00
Настройка панели администратора,148000.00,16,72500.00
Оптимизация микросервисной архитектуры (Enterprise),319000.00,28,139700.00
Консультация системы аналитики (MVP),40000.00,3,16600.00
Внедрение сети доставки контента,569500.00,48,233300.00
Развёртывание DevOps-пайплайна (SaaS),434000.00,51,133200.00
Оптимизация чат-бота,242000.00,29,108500.00
Тестирование системы аналитики,321000.00,34,85900.00
Аудит системы резервного копирования,186000.00,16,86500.00
Консультация системы мониторинга на основе существующего решения,44500.00,5,20100.00
Разработка базы данных под ключ,400500.00,47,174400.00
Настройка ERP-системы (POC),128000.00,16,38200.00
Оптимизация нагрузочного тестирования на основе существующего решения,365500.00,32,94600.00
Консультация микросервисной архитектуры под ключ,73000.00,5,20800.00
Проектирование системы мониторинга на основе существующего решения,795500.00,62,311400.00
Оптимизация системы управления задачами (SaaS),374500.00,45,99200.00
Миграция облачной инфраструктуры с нуля,876500.00,92,245400.00
Настройка CRM-системы (SaaS),47000.00,6,18600.00
Развёртывание API-сервиса (SaaS),226000.00,18,63600.00
Сопровождение системы мониторинга (MVP),30500.00,4,9300.00
Интеграция системы аутентификации с нуля,83500.00,8,38000.00
Оптимизация DevOps-пайплайна (POC),414500.00,51,204700.00
Тестирование веб-приложения (POC),164000.00,20,60200.00
Консультация системы управления задачами под ключ,43500.00,3,13500.00
Проектирование мобильного приложения (MVP),259000.00,31,127600.00
Сопровождение системы резервного копирования (POC),102500.00,12,42100.00
Разработка микросервисной архитектуры (Enterprise),1346000.00,140,442300.00
Миграция ERP-системы на основе существующего решения,525500.00,39,205600.00
Внедрение мобильного приложения,1123500.00,98,433800.00
Разработка ERP-системы (Enterprise),972500.00,81,444700.00
Интеграция DevOps-пайплайна (MVP),113500.00,14,47300.00
Проектирование системы мониторинга с нуля,735500.00,76,245900.00
Развёртывание системы мониторинга (MVP),285000.00,28,72800.00
Проектирование системы аутентификации (SaaS),496000.00,35,196900.00
Тестирование платёжного модуля (POC),153000.00,13,52100.00
Тестирование ERP-системы (POC),104500.00,11,30400.00
Оптимизация платёжного модуля под ключ,234500.00,29,80000.00
Интеграция чат-бота с нуля,946500.00,78,249900.00
Интеграция микросервисной архитектуры (MVP),348500.00,42,114200.00
Аудит чат-бота (MVP),116000.00,15,39100.00
Сопровождение панели администратора с нуля,110500.00,9,34500.00
Консультация микросервисной архитектуры под ключ,25000.00,3,7700.00
Оптимизация системы аналитики под ключ,212000.00,17,76700.00
Оптимизация чат-бота на основе существующего решения,177000.00,20,85700.00
Проектирование API-сервиса под ключ,546500.00,49,212900.00
Интеграция системы мониторинга (POC),884000.00,84,292100.00
Интеграция базы данных (POC),750500.00,66,344200.00
Развёртывание платёжного модуля (MVP),272000.00,30,113800.00
Тестирование корпоративного портала (POC),113000.00,10,53500.00
Проектирование сети доставки контента с нуля,152500.00,17,66200.00
Развёртывание корпоративного портала с нуля,140500.00,11,60500.00
Разработка базы данных (MVP),212000.00,24,81600.00
Развёртывание сети доставки контента с нуля,272000.00,24,108000.00
Интеграция системы управления задачами (POC),265000.00,23,131400.00
Тестирование платёжного модуля (SaaS),322000.00,26,91600.00
Тестирование ERP-системы с нуля,105500.00,10,26500.00
Тестирование системы аутентификации (MVP),24500.00,2,8800.00
Консультация системы аналитики (MVP),25000.00,2,9900.00
Настройка нагрузочного тестирования (MVP),145000.00,17,71200.00
Разработка системы аналитики с нуля,1449000.00,117,520000.00
Настройка нагрузочного тестирования (POC),96500.00,12,25200.00
Проектирование веб-приложения на основе существующего решения,50500.00,5,14600.00
Интеграция CRM-системы (SaaS),1185000.00,147,462100.00
Сопровождение системы управления задачами на основе существующего решения,37500.00,3,13300.00
Разработка мобильного приложения с нуля,1486500.00,105,410100.00
Развёртывание системы мониторинга (Enterprise),200500.00,18,90000.00
Миграция корпоративного портала (POC),834500.00,91,351900.00
Проектирование системы управления задачами (POC),277500.00,28,138700.00
Аудит системы резервного копирования (MVP),162000.00,19,56700.00
Внедрение системы управления задачами (POC),702500.00,63,249500.00
Сопровождение системы мониторинга,39000.00,5,10200.00
Разработка облачной инфраструктуры (MVP),1512500.00,167,527500.00
Внедрение микросервисной архитектуры на основе существующего решения,835500.00,64,240300.00
Миграция мобильного приложения,897000.00,70,344300.00
Внедрение веб-приложения под ключ,253000.00,22,70800.00
Интеграция системы аутентификации под ключ,147000.00,15,69500.00
Аудит системы мониторинга (MVP),155500.00,12,44600.00
Консультация веб-приложения на основе существующего решения,31500.00,4,8800.00
Внедрение ERP-системы под ключ,943500.00,101,281100.00
Проектирование корпоративного портала под ключ,262000.00,18,85200.00
Консультация системы управления задачами под ключ,20500.00,2,8200.00
Оптимизация ERP-системы (MVP),294500.00,28,146600.00
Аудит API-сервиса под ключ,30000.00,4,11400.00
Оптимизация базы данных под ключ,250500.00,19,125100.00
Проектирование панели администратора с нуля,528000.00,43,140100.00
Аудит чат-бота на основе существующего решения,95000.00,10,37500.00
Аудит API-сервиса на основе существующего решения,214000.00,19,97100.00
Развёртывание нагрузочного тестирования (Enterprise),322500.00,24,112700.00
Настройка сети доставки контента с нуля,114500.00,9,35000.00
Интеграция веб-приложения,121000.00,9,35800.00
Развёртывание системы аутентификации (MVP),584000.00,62,202600.00
Развёртывание корпоративного портала (MVP),364000.00,34,166700.00
Миграция платёжного модуля,358500.00,33,162900.00
Проектирование нагрузочного тестирования,758000.00,95,270700.00
Консультация системы аналитики с нуля,25000.00,3,10200.00
Внедрение системы управления задачами,710000.00,82,201500.00
Сопровождение платёжного модуля (SaaS),144500.00,10,65000.00
Интеграция ERP-системы на основе существующего решения,771500.00,67,282300.00
Интеграция нагрузочного тестирования,686000.00,74,248400.00
Интеграция системы аналитики (Enterprise),787500.00,58,267700.00
Сопровождение чат-бота,62500.00,6,29400.00
Тестирование облачной инфраструктуры,335500.00,44,114200.00
Сопровождение CRM-системы (Enterprise),146500.00,12,72000.00
Развёртывание системы аутентификации (MVP),587000.00,56,212300.00
Аудит платёжного модуля (POC),218000.00,16,106400.00
Оптимизация нагрузочного тестирования (SaaS),186500.00,18,46600.00
Настройка системы управления задачами,49500.00,6,19800.00
Сопровождение ERP-системы с нуля,114500.00,9,45200.00
Аудит корпоративного портала (MVP),40000.00,4,16300.00
Миграция API-сервиса под ключ,74000.00,9,35900.00
Настройка корпоративного портала на основе существующего решения,29000.00,2,10500.00
Миграция системы управления задачами с нуля,458000.00,56,186800.00
Развёртывание чат-бота (MVP),414500.00,31,153400.00
Внедрение платёжного модуля,1305000.00,94,512500.00
Развёртывание системы управления задачами (MVP),346000.00,27,122800.00
Проектирование мобильного приложения с нуля,140000.00,15,56700.00
Аудит платёжного модуля (SaaS),147500.00,16,46700.00
Разработка чат-бота (POC),955500.00,68,348500.00
Проектирование системы аналитики на основе существующего решения,449500.00,40,167900.00
Сопровождение веб-приложения (Enterprise),11500.00,1,4300.00
Проектирование DevOps-пайплайна с нуля,639000.00,52,303600.00
Тестирование корпоративного портала (POC),140500.00,11,63700.00
Интеграция панели администратора на основе существующего решения,188500.00,23,59300.00
Внедрение корпоративного портала,1096000.00,138,429800.00
Разработка CRM-системы (MVP),1823000.00,128,887600.00
Аудит CRM-системы,246500.00,27,110000.00
Миграция нагрузочного тестирования (MVP),185500.00,13,56700.00
Оптимизация базы данных (SaaS),125000.00,13,56200.00
Настройка корпоративного портала на основе существующего решения,71000.00,8,29300.00
Оптимизация системы резервного копирования (SaaS),105500.00,12,34700.00
Развёртывание системы аутентификации (POC),434000.00,33,147900.00
Аудит сети доставки контента на основе существующего решения,280500.00,26,90300.00
Оптимизация системы аутентификации,278500.00,23,133000.00
Консультация сети доставки контента (MVP),62000.00,6,20400.00
Сопровождение облачной инфраструктуры под ключ,128500.00,11,54100.00
Аудит базы данных (Enterprise),186500.00,16,58200.00
Интеграция панели администратора (SaaS),1184500.00,142,455400.00
Миграция нагрузочного тестирования,399000.00,28,108100.00
Оптимизация системы мониторинга (POC),273500.00,33,73900.00
Аудит системы управления задачами (POC),45500.00,5,22600.00
Интеграция DevOps-пайплайна с нуля,845500.00,64,410800.00
Внедрение веб-приложения (MVP),625000.00,74,161800.00
Консультация системы аналитики,70000.00,5,28000.00
Проектирование ERP-системы (Enterprise),659500.00,61,184300.00
Аудит панели администратора (Enterprise),165500.00,12,55300.00
Аудит системы мониторинга,96500.00,12,47000.00
Консультация корпоративного портала (POC),58500.00,5,28900.00
Миграция системы управления задачами (POC),598000.00,47,198100.00
Внедрение веб-приложения (MVP),289500.00,21,75700.00
Проектирование API-сервиса под ключ,358500.00,32,90900.00
Настройка микросервисной архитектуры (SaaS),159000.00,14,71900.00
Внедрение системы аутентификации,697000.00,49,220200.00
Настройка системы резервного копирования (SaaS),43000.00,4,17900.00
Развёртывание ERP-системы (Enterprise),282500.00,28,86700.00
Сопровождение системы управления задачами (Enterprise),128000.00,16,40400.00
Тестирование ERP-системы на основе существующего решения,38000.00,5,18900.00
Оптимизация чат-бота (SaaS),494000.00,47,136200.00
Настройка панели администратора с нуля,199000.00,18,57700.00
Проектирование веб-приложения (POC),557500.00,63,178600.00
Миграция API-сервиса (SaaS),600000.00,61,203000.00
Разработка DevOps-пайплайна под ключ,505500.00,36,189200.00
Оптимизация сети доставки контента под ключ,438000.00,35,134000.00
Аудит ERP-системы (POC),268500.00,33,83700.00
Внедрение системы аналитики (MVP),420500.00,33,183100.00
Разработка системы управления задачами (SaaS),1182000.00,112,516400.00
Проектирование DevOps-пайплайна (MVP),633500.00,63,309700.00
Интеграция чат-бота,547000.00,49,163500.00
Разработка API-сервиса с нуля,1330000.00,110,462700.00
Миграция ERP-системы под ключ,426500.00,54,141700.00
Развёртывание системы управления задачами на основе существующего решения,492000.00,61,199200.00
Консультация системы резервного копирования на основе существующего решения,53500.00,4,22000.00
Интеграция системы аналитики с нуля,539500.00,49,251800.00
Интеграция панели администратора (MVP),782500.00,76,205000.00
Развёртывание системы мониторинга на основе существующего решения,459000.00,33,170300.00
Проектирование CRM-системы,212000.00,16,87600.00
Сопровождение системы резервного копирования с нуля,32500.00,3,11300.00
Аудит платёжного модуля,106500.00,9,38500.00
Сопровождение API-сервиса на основе существующего решения,50000.00,6,16800.00
Миграция мобильного приложения на основе существующего решения,747500.00,96,271200.00
Настройка системы управления задачами на основе существующего решения,56000.00,4,25500.00
Разработка системы резервного копирования,1560500.00,157,422100.00
Аудит чат-бота,247500.00,19,76800.00
Интеграция панели администратора (SaaS),438000.00,31,156800.00
Сопровождение нагрузочного тестирования (SaaS),101000.00,9,30300.00
Развёртывание ERP-системы (Enterprise),242500.00,22,77000.00
Разработка мобильного приложения под ключ,138000.00,15,39000.00
Сопровождение CRM-системы (MVP),105000.00,13,50000.00
Проектирование системы мониторинга (Enterprise),777500.00,75,261900.00
Консультация мобильного приложения с нуля,45000.00,4,16900.00
Сопровождение мобильного приложения,131500.00,16,47800.00
Разработка системы управления задачами (SaaS),357000.00,36,143300.00
Внедрение сети доставки контента (Enterprise),982000.00,82,475000.00
Интеграция API-сервиса (SaaS),963000.00,78,377300.00
Проектирование системы аутентификации под ключ,156500.00,17,67800.00
Интеграция системы аналитики (POC),980500.00,98,415600.00
Интеграция облачной инфраструктуры (SaaS),435500.00,31,209600.00
Тестирование системы аутентификации (Enterprise),381500.00,47,105900.00
Консультация веб-приложения с нуля,39500.00,4,19600.00
Аудит нагрузочного тестирования (SaaS),19500.00,2,5500.00
Консультация мобильного приложения (POC),76000.00,8,21300.00
Сопровождение DevOps-пайплайна,80500.00,7,24000.00
Тестирование базы данных с нуля,372000.00,31,133900.00
Развёртывание DevOps-пайплайна (MVP),426000.00,53,150300.00
Аудит системы аналитики под ключ,266000.00,31,104200.00
Проектирование ERP-системы (POC),335500.00,41,101400.00
Настройка системы мониторинга с нуля,44000.00,4,15000.00
Оптимизация системы мониторинга на основе существующего решения,158500.00,12,39700.00
Развёртывание CRM-системы (POC),409500.00,50,147700.00
Внедрение панели администратора (MVP),1083000.00,114,372000.00
Настройка системы аналитики (Enterprise),134500.00,11,65100.00
Сопровождение системы аналитики под ключ,125000.00,9,32600.00
Тестирование базы данных (SaaS),51000.00,6,22000.00
Интеграция системы аутентификации (POC),394000.00,39,156500.00
Настройка API-сервиса под ключ,157500.00,20,58000.00
Тестирование мобильного приложения (SaaS),177000.00,22,63400.00
Настройка мобильного приложения (MVP),107000.00,10,40600.00
Внедрение CRM-системы на основе существующего решения,1498000.00,106,603400.00
Консультация API-сервиса с нуля,79000.00,8,29300.00
Разработка системы управления задачами (POC),201500.00,24,86700.00
Оптимизация базы данных (POC),109500.00,13,40100.00
Миграция системы резервного копирования (SaaS),100500.00,7,44800.00
Проектирование системы мониторинга (POC),702000.00,76,253200.00
Развёртывание облачной инфраструктуры на основе существующего решения,179000.00,13,77500.00
Миграция веб-приложения,577000.00,43,258600.00
Развёртывание мобильного приложения (MVP),329000.00,37,158900.00
Разработка системы аутентификации (MVP),449500.00,47,142700.00
Сопровождение корпоративного портала под ключ,146000.00,13,68500.00
Консультация системы резервного копирования под ключ,57500.00,6,22000.00
Проектирование ERP-системы с нуля,93500.00,8,32800.00
Внедрение DevOps-пайплайна (POC),1243500.00,123,545600.00
Внедрение чат-бота (Enterprise),888500.00,69,267700.00
Консультация DevOps-пайплайна под ключ,24500.00,2,10600.00
Настройка системы аналитики (SaaS),94500.00,10,44500.00
Внедрение системы управления задачами,791000.00,56,386700.00
Разработка CRM-системы с нуля,1673500.00,168,676900.00
Тестирование веб-приложения на основе существующего решения,279500.00,30,108600.00
Сопровождение сети доставки контента (MVP),50500.00,6,21200.00
Консультация ERP-системы (POC),14000.00,1,6200.00
Внедрение системы аналитики (SaaS),1234500.00,159,444700.00
Разработка сети доставки контента под ключ,1422000.00,180,428100.00
Интеграция микросервисной архитектуры (Enterprise),581000.00,42,251000.00
Сопровождение DevOps-пайплайна (Enterprise),69500.00,5,18700.00
Оптимизация корпоративного портала,186500.00,18,73100.00
Миграция CRM-системы (MVP),255000.00,18,74800.00
Миграция панели администратора (MVP),270000.00,20,84600.00
Внедрение системы аналитики с нуля,336000.00,35,109200.00
Интеграция корпоративного портала (SaaS),751000.00,68,275400.00
Тестирование системы аутентификации,309500.00,24,98900.00
Аудит системы аналитики (SaaS),207500.00,17,64400.00
Проектирование корпоративного портала (SaaS),79500.00,10,25800.00
Настройка панели администратора,196000.00,24,50400.00
Оптимизация сети доставки контента (POC),406000.00,52,128300.00
Интеграция микросервисной архитектуры (Enterprise),456500.00,34,196900.00
Оптимизация базы данных (MVP),129500.00,11,40800.00
Развёртывание системы управления задачами (POC),196000.00,22,74900.00
Настройка системы аутентификации с нуля,51500.00,6,16700.00
Разработка API-сервиса на основе существующего решения,1699000.00,149,601100.00
Внедрение чат-бота под ключ,336500.00,37,135600.00
Тестирование системы аутентификации на основе существующего решения,148500.00,14,52500.00
Оптимизация нагрузочного тестирования на основе существующего решения,111500.00,9,53000.00
Разработка нагрузочного тестирования,797500.00,62,323500.00
Консультация облачной инфраструктуры (Enterprise),45500.00,5,18100.00
Развёртывание системы мониторинга под ключ,202000.00,16,54800.00
Проектирование облачной инфраструктуры (Enterprise),798000.00,90,272900.00
Настройка API-сервиса под ключ,190000.00,20,64800.00
Сопровождение платёжного модуля (SaaS),42000.00,3,12300.00
Аудит ERP-системы (POC),228000.00,28,62000.00
Консультация CRM-системы (POC),62000.00,8,21000.00
Проектирование системы аналитики на основе существующего решения,159500.00,18,68800.00
Развёртывание веб-приложения,547000.00,57,207900.00
Миграция системы мониторинга (Enterprise),465500.00,59,145700.00
Сопровождение ERP-системы (POC),114000.00,11,50100.00
Миграция ERP-системы (Enterprise),449500.00,46,135600.00
Аудит ERP-системы (POC),138000.00,18,53400.00
Настройка системы мониторинга (Enterprise),158500.00,21,47000.00
Проектирование системы аутентификации с нуля,42500.00,4,11900.00
Интеграция чат-бота с нуля,154000.00,12,62800.00
Сопровождение платёжного модуля на основе существующего решения,89000.00,7,28000.00
Развёртывание сети доставки контента (MVP),578000.00,45,275600.00
Проектирование системы управления задачами,718000.00,93,314900.00
Разработка облачной инфраструктуры (SaaS),1800000.00,192,617500.00
Тестирование DevOps-пайплайна (MVP),160000.00,15,67500.00
Сопровождение мобильного приложения (SaaS),30500.00,3,11200.00
Миграция нагрузочного тестирования (MVP),124000.00,15,34100.00
Проектирование мобильного приложения (Enterprise),92000.00,11,39600.00
Интеграция платёжного модуля (Enterprise),775000.00,100,374300.00
Внедрение DevOps-пайплайна (SaaS),1280000.00,98,599100.00
Развёртывание CRM-системы под ключ,63000.00,6,23600.00
Проектирование API-сервиса,782500.00,78,328000.00
Сопровождение мобильного приложения под ключ,129500.00,11,45700.00
Развёртывание панели администратора (Enterprise),439500.00,31,181100.00
Оптимизация нагрузочного тестирования,303500.00,22,96700.00
Развёртывание ERP-системы с нуля,79000.00,9,27100.00
Аудит системы резервного копирования (MVP),90500.00,11,43200.00
Аудит API-сервиса (MVP),224000.00,21,74700.00
Развёртывание облачной инфраструктуры под ключ,59500.00,5,22400.00
Развёртывание API-сервиса под ключ,163500.00,21,61200.00
Разработка системы мониторинга под ключ,439500.00,52,189600.00
Разработка сети доставки контента,394500.00,45,171500.00
Оптимизация ERP-системы (Enterprise),417500.00,46,148100.00
Сопровождение чат-бота (SaaS),55500.00,5,26600.00
Сопровождение CRM-системы (SaaS),142000.00,13,57100.00
Сопровождение системы аналитики,83500.00,9,36100.00
Сопровождение системы резервного копирования (POC),94000.00,12,39300.00
Настройка корпоративного портала с нуля,48000.00,4,16400.00
Сопровождение мобильного приложения (POC),148500.00,11,59700.00
Настройка API-сервиса (POC),142000.00,11,40400.00
Аудит микросервисной архитектуры под ключ,130000.00,15,62500.00
Консультация системы резервного копирования с нуля,52500.00,5,13300.00
Развёртывание системы мониторинга с нуля,137000.00,11,63900.00
Тестирование облачной инфраструктуры (SaaS),197500.00,14,63800.00
Интеграция базы данных (SaaS),360500.00,40,136400.00
Миграция API-сервиса (Enterprise),480000.00,62,232000.00
Развёртывание системы аутентификации (POC),52000.00,6,25000.00
Внедрение корпоративного портала (MVP),1413500.00,174,467500.00
Интеграция системы аутентификации,173500.00,16,57500.00
Миграция сети доставки контента (POC),244000.00,30,61500.00
Внедрение системы резервного копирования (POC),701500.00,55,341100.00
Интеграция корпоративного портала (MVP),171000.00,19,67000.00
Оптимизация DevOps-пайплайна (Enterprise),271000.00,19,105400.00
Сопровождение системы аутентификации (POC),54500.00,6,22200.00
Разработка мобильного приложения (SaaS),1384500.00,140,392900.00
Миграция системы аутентификации на основе существующего решения,703000.00,88,217700.00
Настройка API-сервиса на основе существующего решения,163500.00,12,80000.00
Консультация корпоративного портала (SaaS),63000.00,7,29400.00
Разработка веб-приложения (MVP),963000.00,74,416100.00
Сопровождение системы мониторинга под ключ,39500.00,4,16900.00
Интеграция платёжного модуля с нуля,116500.00,13,40700.00
Тестирование системы мониторинга (POC),169500.00,12,57600.00
Консультация системы мониторинга (Enterprise),8500.00,1,2200.00
Аудит системы мониторинга на основе существующего решения,28000.00,3,13700.00
Аудит облачной инфраструктуры с нуля,276000.00,27,104100.00
Тестирование корпоративного портала (Enterprise),261000.00,29,92400.00
Миграция API-сервиса на основе существующего решения,660000.00,55,172500.00
Настройка микросервисной архитектуры с нуля,50000.00,4,14700.00
Внедрение системы аналитики (MVP),255500.00,28,113600.00
Интеграция мобильного приложения под ключ,720000.00,68,292100.00
Консультация системы управления задачами под ключ,9500.00,1,4300.00
Разработка мобильного приложения (POC),1904000.00,177,665400.00
Оптимизация системы мониторинга (POC),227500.00,26,76300.00
Консультация нагрузочного тестирования (MVP),76500.00,6,38000.00
Сопровождение системы аутентификации на основе существующего решения,97000.00,8,30800.00
Настройка облачной инфраструктуры с нуля,16500.00,1,6200.00
Интеграция базы данных (Enterprise),436000.00,40,137500.00
Консультация системы резервного копирования,7500.00,1,3400.00
Настройка облачной инфраструктуры под ключ,72500.00,8,27100.00
Тестирование сети доставки контента с нуля,266000.00,29,122600.00
Миграция системы мониторинга (MVP),554000.00,57,184300.00
Интеграция сети доставки контента (SaaS),250000.00,23,88100.00
Сопровождение базы данных,83500.00,9,31500.00
Разработка панели администратора (Enterprise),1234500.00,160,592800.00
Интеграция нагрузочного тестирования (POC),948500.00,73,385500.00
Развёртывание системы аналитики (POC),335000.00,27,158300.00
Настройка корпоративного портала (MVP),74500.00,7,19400.00
