name,cost,duration_days,prepayment
Развёртывание базы данных с нуля,96000.00,8,42600.00
Оптимизация системы управления задачами (MVP),254500.00,24,110700.00
Сопровождение нагрузочного тестирования,16000.00,2,6900.00
Проектирование облачной инфраструктуры (Enterprise),145000.00,11,62500.00
Сопровождение ERP-системы (POC),45000.00,4,12800.00
Оптимизация нагрузочного тестирования с нуля,385500.00,32,123400.00
Сопровождение ERP-системы под ключ,31500.00,4,15500.00
Интеграция базы данных (SaaS),650000.00,50,265500.00
Консультация базы данных,78000.00,9,22600.00
Миграция системы мониторинга (POC),46000.00,6,17700.00
Внедрение корпоративного портала,553000.00,43,178500.00
Внедрение системы аналитики (POC),370000.00,37,177900.00
Тестирование мобильного приложения (POC),275000.00,30,128100.00
Проектирование базы данных с нуля,577000.00,69,189400.00
Интеграция системы аутентификации,1137000.00,130,346400.00
Внедрение нагрузочного тестирования (SaaS),1022000.00,106,422000.00
Интеграция базы данных с нуля,693000.00,66,278400.00
Оптимизация сети доставки контента (Enterprise),388000.00,34,140600.00
Разработка ERP-системы под ключ,1794500.00,144,551100.00
Оптимизация ERP-системы (Enterprise),443000.00,57,199000.00
Развёртывание мобильного приложения под ключ,101500.00,11,26800.00
Настройка облачной инфраструктуры (MVP),23500.00,2,11500.00
Аудит системы управления задачами (SaaS),41000.00,5,19900.00
Сопровождение системы мониторинга под ключ,54000.00,7,25100.00
Миграция панели администратора (SaaS),811500.00,84,398900.00
Сопровождение мобильного приложения под ключ,134500.00,17,50400.00
Интеграция облачной инфраструктуры (POC),293000.00,26,107200.00
Проектирование системы аналитики под ключ,187000.00,24,62300.00
Интеграция системы мониторинга (POC),535000.00,65,222400.00
Интеграция сети доставки контента (SaaS),587000.00,56,199500.00
Разработка системы резервного копирования под ключ,611500.00,73,253100.00
Развёртывание CRM-системы (MVP),524500.00,38,182400.00
Оптимизация сети доставки контента с нуля,44000.00,5,13100.00
Консультация системы аутентификации (SaaS),45000.00,5,15400.00
Внедрение DevOps-пайплайна с нуля,1350500.00,161,522000.00
Настройка ERP-системы (Enterprise),117000.00,9,49500.00
Развёртывание системы мониторинга (POC),186000.00,21,80700.00
Аудит мобильного приложения на основе существующего решения,188500.00,24,82900.00
Настройка панели администратора (SaaS),54000.00,4,19100.00
Аудит корпоративного портала с нуля,36000.00,4,17600.00
Оптимизация системы аналитики под ключ,201000.00,18,77400.00
Оптимизация панели администратора (SaaS),432000.00,49,140200.00
Аудит системы управления задачами (MVP),250000.00,25,123400.00
Оптимизация корпоративного портала на основе существующего решения,75000.00,7,33500.00
Аудит мобильного приложения,169000.00,19,66200.00
Аудит системы управления задачами (SaaS),167500.00,12,47300.00
Оптимизация CRM-системы (Enterprise),314000.00,24,148900.00
Консультация веб-приложения под ключ,36000.00,3,15800.00
Тестирование DevOps-пайплайна (MVP),189500.00,21,48900.00
Развёртывание мобильного приложения (Enterprise),293500.00,37,117100.00
Настройка облачной инфраструктуры с нуля,186000.00,15,66900.00
Сопровождение базы данных (POC),116000.00,13,54600.00
Внедрение системы мониторинга (POC),900000.00,110,379700.00
Настройка DevOps-пайплайна,23500.00,3,6200.00
Разработка базы данных с нуля,801000.00,62,287800.00
Оптимизация мобильного приложения с нуля,386000.00,28,162300.00
Развёртывание веб-приложения (MVP),49500.00,6,14100.00
Миграция мобильного приложения под ключ,752500.00,64,346700.00
Миграция системы мониторинга,264000.00,33,70500.00
Миграция чат-бота (POC),406000.00,45,144600.00
Проектирование системы резервного копирования с нуля,347500.00,34,167500.00
Тестирование CRM-системы (POC),291000.00,34,77000.00
Разработка API-сервиса (MVP),306500.00,32,150900.00
Оптимизация мобильного приложения,179000.00,16,85300.00
Развёртывание веб-приложения (Enterprise),169000.00,13,60400.00
Настройка системы аутентификации (Enterprise),29000.00,4,11300.00
Тестирование сети доставки контента,26000.00,3,8300.00
Развёртывание нагрузочного тестирования под ключ,418000.00,41,191700.00
Оптимизация CRM-системы (SaaS),26000.00,3,10400.00
Разработка системы аутентификации (POC),1191500.00,139,446700.00
Аудит API-сервиса (POC),86000.00,9,36900.00
Тестирование платёжного модуля на основе существующего решения,49000.00,6,24400.00
Настройка системы управления задачами,110000.00,11,37800.00
Тестирование облачной инфраструктуры с нуля,126000.00,10,55200.00
Настройка CRM-системы,84000.00,10,21900.00
Миграция чат-бота,49500.00,5,19000.00
Аудит нагрузочного тестирования (MVP),204000.00,25,74200.00
Аудит системы аутентификации (POC),280500.00,35,77400.00
Развёртывание ERP-системы,215500.00,20,58500.00
Проектирование системы аутентификации под ключ,558500.00,63,147000.00
Разработка API-сервиса,192000.00,19,58200.00
Аудит API-сервиса с нуля,124000.00,11,61700.00
Тестирование ERP-системы на основе существующего решения,207500.00,21,59400.00
Настройка корпоративного портала (Enterprise),77000.00,7,33700.00
Оптимизация системы мониторинга (Enterprise),180500.00,14,81000.00
Аудит системы резервного копирования с нуля,264000.00,31,84100.00
Настройка системы аналитики,154500.00,19,60300.00
Аудит CRM-системы (POC),52500.00,4,15100.00
Сопровождение веб-приложения (MVP),11000.00,1,2800.00
Проектирование платёжного модуля (POC),540500.00,61,153400.00
Интеграция базы данных под ключ,992000.00,107,260200.00
Проектирование системы мониторинга на основе существующего решения,63500.00,8,27200.00
Разработка веб-приложения (SaaS),66000.00,6,19400.00
Интеграция панели администратора (MVP),505000.00,55,220900.00
Настройка системы резервного копирования на основе существующего решения,134500.00,15,47300.00
Аудит облачной инфраструктуры (MVP),72500.00,8,26900.00
Оптимизация мобильного приложения под ключ,224000.00,27,100700.00
Разработка системы аналитики (POC),792000.00,66,305500.00
Развёртывание CRM-системы с нуля,70500.00,9,23500.00
Разработка мобильного приложения под ключ,242500.00,31,66400.00
Настройка облачной инфраструктуры под ключ,139500.00,14,62200.00
Аудит ERP-системы,83500.00,8,25500.00
Сопровождение системы аутентификации (Enterprise),111000.00,14,45500.00
Развёртывание системы аналитики (POC),211000.00,25,58000.00
Тестирование системы аналитики (SaaS),55000.00,4,14700.00
Консультация ERP-системы (POC),59500.00,4,18700.00
Интеграция сети доставки контента с нуля,148000.00,16,39700.00
Настройка микросервисной архитектуры (SaaS),137000.00,14,62600.00
Оптимизация сети доставки контента (POC),34500.00,3,10400.00
Консультация микросервисной архитектуры (POC),64500.00,8,24400.00
Развёртывание мобильного приложения,315000.00,32,149000.00
Оптимизация облачной инфраструктуры (MVP),391000.00,38,187600.00
Аудит корпоративного портала (SaaS),239500.00,19,113800.00
Тестирование ERP-системы с нуля,106000.00,13,41700.00
Настройка системы мониторинга под ключ,80000.00,9,25500.00
Миграция ERP-системы (Enterprise),841500.00,83,391800.00
Консультация CRM-системы под ключ,66500.00,8,22800.00
Проектирование API-сервиса (Enterprise),83500.00,8,27000.00
Тестирование системы управления задачами (SaaS),93500.00,11,42500.00
Тестирование платёжного модуля (POC),303500.00,27,114200.00
Миграция CRM-системы (Enterprise),750500.00,72,347800.00
Разработка облачной инфраструктуры (POC),1819500.00,155,488200.00
Аудит ERP-системы (MVP),162000.00,16,79700.00
Разработка системы аутентификации на основе существующего решения,1797500.00,179,482500.00
Оптимизация сети доставки контента (Enterprise),400500.00,48,181100.00
Тестирование нагрузочного тестирования на основе существующего решения,174000.00,20,44500.00
Интеграция нагрузочного тестирования,538500.00,57,164700.00
Консультация сети доставки контента с нуля,16000.00,2,7100.00
Настройка мобильного приложения с нуля,50500.00,4,17400.00
Миграция панели администратора,828000.00,70,404200.00
Сопровождение DevOps-пайплайна,106500.00,8,51900.00
Консультация системы аналитики (MVP),40500.00,4,18500.00
Миграция сети доставки контента на основе существующего решения,892500.00,95,375600.00
Настройка нагрузочного тестирования под ключ,10000.00,1,3700.00
Разработка облачной инфраструктуры (MVP),447500.00,41,160600.00
Развёртывание сети доставки контента (MVP),122000.00,14,34800.00
Проектирование чат-бота (SaaS),355000.00,43,105400.00
Оптимизация мобильного приложения (Enterprise),437500.00,54,180500.00
Разработка системы резервного копирования (POC),1335500.00,136,411900.00
Миграция системы резервного копирования с нуля,65000.00,5,26700.00
Проектирование корпоративного портала (MVP),65000.00,7,17100.00
Внедрение сети доставки контента с нуля,559000.00,56,242000.00
Оптимизация CRM-системы (MVP),97000.00,12,38800.00
Сопровождение системы управления задачами (Enterprise),71000.00,8,18600.00
Интеграция DevOps-пайплайна на основе существующего решения,1122500.00,124,366600.00
Разработка панели администратора на основе существующего решения,1148500.00,123,360000.00
Сопровождение панели администратора на основе существующего решения,78000.00,8,23400.00
Тестирование нагрузочного тестирования (MVP),225000.00,25,104700.00
Проектирование DevOps-пайплайна,464500.00,34,224400.00
Сопровождение нагрузочного тестирования (MVP),116000.00,10,48700.00
Внедрение системы мониторинга с нуля,375000.00,36,124200.00
Миграция панели администратора на основе существующего решения,726500.00,78,186900.00
Интеграция микросервисной архитектуры (Enterprise),333000.00,40,104100.00
Интеграция корпоративного портала,447500.00,35,175800.00
Настройка веб-приложения под ключ,178500.00,13,78300.00
Развёртывание мобильного приложения (MVP),361500.00,46,93800.00
Внедрение DevOps-пайплайна (Enterprise),920500.00,86,432400.00
Развёртывание микросервисной архитектуры,385500.00,39,191400.00
Настройка CRM-системы на основе существующего решения,38500.00,3,10400.00
Аудит CRM-системы,188500.00,14,58300.00
Настройка нагрузочного тестирования,140000.00,14,52300.00
Аудит чат-бота на основе существующего решения,144000.00,17,39800.00
Внедрение ERP-системы,1194000.00,154,586600.00
Консультация микросервисной архитектуры на основе существующего решения,35500.00,4,9000.00
Проектирование ERP-системы (MVP),337000.00,29,113900.00
Аудит системы аутентификации (SaaS),26500.00,3,10000.00
Оптимизация системы аутентификации (POC),80500.00,7,27400.00
Разработка ERP-системы на основе существующего решения,1211000.00,112,371600.00
Проектирование системы аналитики под ключ,115500.00,14,50900.00
Разработка корпоративного портала (SaaS),1190000.00,96,329100.00
Разработка микросервисной архитектуры под ключ,113000.00,12,56200.00
Настройка CRM-системы (POC),27000.00,3,9600.00
Миграция системы аналитики на основе существующего решения,151000.00,15,38000.00
Разработка микросервисной архитектуры (Enterprise),978000.00,105,435600.00
Миграция системы аутентификации (POC),815000.00,62,330800.00
Миграция корпоративного портала (POC),52500.00,5,18100.00
Консультация системы управления задачами с нуля,26000.00,2,10500.00
Оптимизация системы аутентификации (POC),199000.00,16,50300.00
Тестирование CRM-системы (Enterprise),339000.00,33,166600.00
Аудит платёжного модуля под ключ,27500.00,3,11000.00
Внедрение базы данных под ключ,886500.00,101,389900.00
Проектирование платёжного модуля (POC),641000.00,62,177300.00
Оптимизация системы мониторинга (Enterprise),444000.00,48,173300.00
Интеграция сети доставки контента на основе существующего решения,260500.00,22,111900.00
Аудит облачной инфраструктуры (POC),91000.00,9,37200.00
Развёртывание системы аутентификации (Enterprise),576000.00,52,260100.00
Развёртывание мобильного приложения (Enterprise),366000.00,28,178200.00
Миграция системы аналитики (SaaS),797000.00,102,282100.00
Внедрение системы аналитики (SaaS),168500.00,18,71300.00
Тестирование системы аутентификации (SaaS),91000.00,10,38000.00
Интеграция системы управления задачами (SaaS),199000.00,15,64000.00
Миграция системы аутентификации (POC),807500.00,94,364400.00
Внедрение микросервисной архитектуры (Enterprise),1298500.00,137,360300.00
Внедрение ERP-системы под ключ,462500.00,57,174700.00
Настройка DevOps-пайплайна,72500.00,5,18300.00
Развёртывание панели администратора (MVP),175000.00,17,70700.00
Проектирование системы аналитики (SaaS),461500.00,51,229500.00
Тестирование микросервисной архитектуры (POC),301000.00,22,96900.00
Оптимизация системы мониторинга (SaaS),462500.00,40,150000.00
Проектирование системы мониторинга на основе существующего решения,542500.00,65,173700.00
Внедрение системы управления задачами (SaaS),589500.00,58,211500.00
Развёртывание корпоративного портала с нуля,123500.00,14,38000.00
Проектирование сети доставки контента под ключ,508000.00,62,184400.00
Развёртывание чат-бота на основе существующего решения,442500.00,36,209600.00
Аудит чат-бота на основе существующего решения,73500.00,6,22500.00
Консультация API-сервиса под ключ,67000.00,6,18600.00
Миграция системы резервного копирования на основе существующего решения,622500.00,62,233500.00
Развёртывание чат-бота (SaaS),238000.00,20,103800.00
Проектирование системы мониторинга на основе существующего решения,500000.00,55,136400.00
Развёртывание базы данных на основе существующего решения,194500.00,15,62800.00
Разработка API-сервиса (Enterprise),309500.00,28,112600.00
Проектирование CRM-системы (Enterprise),545000.00,61,163300.00
Разработка системы аутентификации (POC),1926000.00,158,808100.00
Оптимизация микросервисной архитектуры (MVP),248500.00,19,104900.00
Интеграция платёжного модуля с нуля,842000.00,86,305200.00
Интеграция облачной инфраструктуры на основе существующего решения,906500.00,90,393000.00
Сопровождение корпоративного портала с нуля,41500.00,5,16400.00
Внедрение нагрузочного тестирования (POC),1238500.00,99,541200.00
Настройка панели администратора (POC),86000.00,10,27400.00
Внедрение системы аналитики (MVP),1139000.00,84,540100.00
Внедрение сети доставки контента (SaaS),1490000.00,177,617200.00
Тестирование мобильного приложения с нуля,173000.00,20,85300.00
Сопровождение ERP-системы (MVP),122500.00,13,49800.00
Внедрение ERP-системы (POC),222000.00,27,66600.00
Аудит платёжного модуля,262000.00,29,125700.00
Сопровождение нагрузочного тестирования (SaaS),70000.00,7,28800.00
Разработка панели администратора (SaaS),1322000.00,164,492800.00
Миграция мобильного приложения (SaaS),529500.00,39,237500.00
Сопровождение системы аутентификации с нуля,56000.00,6,22500.00
Сопровождение микросервисной архитектуры (Enterprise),52500.00,4,23400.00
Оптимизация чат-бота на основе существующего решения,131000.00,15,48900.00
Разработка веб-приложения,186500.00,17,49800.00
Настройка веб-приложения под ключ,69000.00,9,25400.00
Разработка микросервисной архитектуры (SaaS),1812500.00,217,571700.00
Разработка чат-бота на основе существующего решения,577500.00,59,201100.00
Миграция панели администратора под ключ,597000.00,45,174100.00
Миграция чат-бота,432000.00,44,118300.00
Интеграция чат-бота,623500.00,72,190800.00
Интеграция облачной инфраструктуры на основе существующего решения,1179000.00,127,476400.00
Разработка сети доставки контента (MVP),961000.00,107,472500.00
Аудит системы резервного копирования (SaaS),229500.00,22,84300.00
Развёртывание облачной инфраструктуры (Enterprise),89000.00,9,40100.00
Сопровождение DevOps-пайплайна под ключ,44000.00,4,20100.00
Проектирование системы резервного копирования (SaaS),561500.00,56,185400.00
Интеграция нагрузочного тестирования (MVP),151000.00,17,44600.00
Миграция базы данных (POC),603500.00,70,207600.00
Тестирование базы данных (SaaS),24500.00,2,10200.00
Разработка системы аналитики (POC),813000.00,65,357300.00
Аудит мобильного приложения на основе существующего решения,119000.00,9,48300.00
Разработка API-сервиса (POC),892500.00,94,280300.00
Тестирование системы аналитики (POC),93500.00,9,42600.00
Интеграция нагрузочного тестирования (MVP),719500.00,69,302400.00
Развёртывание системы аналитики (MVP),361000.00,43,171200.00
Внедрение базы данных на основе существующего решения,773000.00,59,275100.00
Развёртывание чат-бота (SaaS),149500.00,17,50900.00
Развёртывание чат-бота на основе существующего решения,127000.00,16,62500.00
Аудит системы аутентификации под ключ,238500.00,28,76700.00
Тестирование чат-бота (POC),262000.00,21,93900.00
Тестирование нагрузочного тестирования с нуля,297500.00,30,84000.00
Настройка панели администратора на основе существующего решения,136000.00,14,59800.00
Проектирование системы резервного копирования (POC),281500.00,20,78000.00
Настройка чат-бота с нуля,110000.00,13,46000.00
Настройка базы данных с нуля,148500.00,18,48500.00
Настройка мобильного приложения (MVP),162500.00,16,65800.00
Тестирование веб-приложения (SaaS),110500.00,8,39700.00
Тестирование системы аутентификации на основе существующего решения,316500.00,26,98300.00
Тестирование системы резервного копирования (SaaS),69500.00,8,26600.00
Проектирование чат-бота,624000.00,76,210400.00
Интеграция панели администратора под ключ,279500.00,36,91900.00
Консультация чат-бота на основе существующего решения,50500.00,6,23900.00
Внедрение панели администратора (POC),1256500.00,97,578800.00
Оптимизация системы управления задачами,422000.00,55,126200.00
Сопровождение системы управления задачами (MVP),127000.00,10,56200.00
Настройка системы аналитики с нуля,68000.00,5,25200.00
Проектирование облачной инфраструктуры под ключ,597000.00,75,296200.00
Развёртывание системы аутентификации (SaaS),477500.00,60,234200.00
Оптимизация чат-бота с нуля,220500.00,24,57200.00
Проектирование DevOps-пайплайна (Enterprise),476000.00,56,171800.00
Оптимизация системы аутентификации на основе существующего решения,182500.00,18,68500.00
Миграция веб-приложения с нуля,575500.00,58,256000.00
Разработка API-сервиса,1725000.00,176,507200.00
Аудит платёжного модуля (POC),183000.00,18,83800.00
Проектирование веб-приложения (SaaS),211500.00,19,57500.00
Аудит системы резервного копирования под ключ,175500.00,22,83700.00
Внедрение микросервисной архитектуры (Enterprise),426500.00,39,155500.00
Развёртывание системы мониторинга под ключ,223000.00,24,88800.00
Тестирование DevOps-пайплайна (Enterprise),398500.00,40,101500.00
Разработка платёжного модуля (Enterprise),1973500.00,255,970400.00
Внедрение сети доставки контента на основе существующего решения,698500.00,87,238800.00
Миграция мобильного приложения (MVP),171000.00,19,82400.00
Консультация чат-бота,7500.00,1,3600.00
Разработка системы аутентификации,1143000.00,117,318900.00
Настройка системы резервного копирования на основе существующего решения,13500.00,1,5000.00
Сопровождение DevOps-пайплайна под ключ,67000.00,6,21300.00
Консультация микросервисной архитектуры под ключ,69500.00,7,29100.00
Внедрение платёжного модуля на основе существующего решения,958500.00,94,257500.00
Настройка чат-бота (MVP),41000.00,5,18000.00
Разработка корпоративного портала (POC),1098500.00,85,545600.00
Миграция нагрузочного тестирования с нуля,667500.00,66,238100.00
Проектирование базы данных (SaaS),215000.00,18,81300.00
Настройка базы данных (Enterprise),157500.00,12,61800.00
Интеграция системы аналитики с нуля,67000.00,7,31600.00
Настройка корпоративного портала на основе существующего решения,100500.00,11,29100.00
Оптимизация системы мониторинга под ключ,194000.00,22,71500.00
Интеграция облачной инфраструктуры (SaaS),683000.00,80,260900.00
Консультация корпоративного портала,76500.00,6,25300.00
Миграция системы резервного копирования под ключ,243000.00,25,84000.00
Интеграция микросервисной архитектуры с нуля,949000.00,89,403100.00
Аудит системы резервного копирования,105500.00,9,51600.00
Аудит сети доставки контента (POC),167000.00,18,83100.00
Консультация CRM-системы (POC),8000.00,1,3200.00
Разработка веб-приложения на основе существующего решения,81500.00,9,36300.00
Миграция ERP-системы (POC),369500.00,38,147100.00
Проектирование панели администратора с нуля,378500.00,45,117600.00
Интеграция DevOps-пайплайна на основе существующего решения,319500.00,23,121800.00
Сопровождение системы мониторинга (MVP),57500.00,5,18900.00
Тестирование облачной инфраструктуры (POC),159500.00,11,70900.00
Настройка CRM-системы (POC),184000.00,17,72400.00
Тестирование базы данных под ключ,390000.00,28,146100.00
Консультация системы резервного копирования на основе существующего решения,36500.00,3,16900.00
Интеграция облачной инфраструктуры (Enterprise),680000.00,54,215500.00
Разработка CRM-системы под ключ,1066500.00,112,473100.00
Внедрение базы данных,1499000.00,161,585000.00
Тестирование системы аналитики (SaaS),319500.00,36,157300.00
Настройка облачной инфраструктуры на основе существующего решения,21000.00,2,6200.00
Сопровождение системы аналитики (POC),136500.00,17,64700.00
Настройка API-сервиса (POC),16500.00,2,6500.00
Миграция микросервисной архитектуры под ключ,436500.00,36,163600.00
Развёртывание системы мониторинга,31000.00,4,9000.00
Тестирование веб-приложения (Enterprise),63500.00,7,29700.00
Развёртывание сети доставки контента (Enterprise),425500.00,51,168400.00
Миграция чат-бота под ключ,601000.00,61,267500.00
Тестирование системы резервного копирования с нуля,71000.00,8,18600.00
Развёртывание нагрузочного тестирования (Enterprise),179500.00,17,55800.00
Разработка облачной инфраструктуры с нуля,92000.00,10,33300.00
Настройка API-сервиса (Enterprise),130500.00,15,48000.00
Разработка DevOps-пайплайна с нуля,1471000.00,190,568800.00
Настройка мобильного приложения (MVP),98500.00,12,37000.00
Аудит базы данных под ключ,126500.00,10,57900.00
Тестирование облачной инфраструктуры с нуля,342500.00,44,164700.00
Интеграция сети доставки контента (MVP),446500.00,40,169300.00
Интеграция платёжного модуля,915000.00,89,427900.00
Разработка мобильного приложения на основе существующего решения,1394000.00,178,671500.00
Оптимизация чат-бота (Enterprise),395000.00,34,169900.00
Миграция системы управления задачами с нуля,450000.00,47,199500.00
Тестирование системы аутентификации под ключ,221000.00,19,90300.00
Настройка DevOps-пайплайна (POC),34500.00,2,9200.00
Разработка системы мониторинга (POC),130000.00,16,39100.00
Оптимизация веб-приложения (SaaS),293000.00,21,118100.00
Проектирование микросервисной архитектуры на основе существующего решения,758500.00,62,209600.00
Настройка микросервисной архитектуры под ключ,47000.00,6,16400.00
Разработка сети доставки контента на основе существующего решения,860000.00,105,254300.00
Сопровождение микросервисной архитектуры (MVP),150000.00,15,45400.00
Оптимизация панели администратора на основе существующего решения,467500.00,59,117900.00
Настройка API-сервиса с нуля,194000.00,21,80300.00
Внедрение системы мониторинга с нуля,1002000.00,76,454900.00
Тестирование веб-приложения под ключ,364000.00,31,156800.00
Аудит системы резервного копирования на основе существующего решения,200000.00,21,76500.00
Развёртывание системы аналитики (POC),359000.00,37,90900.00
Интеграция нагрузочного тестирования (Enterprise),669500.00,82,225200.00
Аудит микросервисной архитектуры (SaaS),89500.00,7,29700.00
Внедрение системы мониторинга под ключ,361500.00,46,159200.00
Внедрение системы аутентификации (Enterprise),201000.00,23,62600.00
Миграция системы управления задачами под ключ,454500.00,42,113900.00
Оптимизация сети доставки контента с нуля,484500.00,41,221900.00
Разработка корпоративного портала с нуля,349500.00,37,157800.00
Проектирование ERP-системы (SaaS),733500.00,60,196700.00
Развёртывание системы аналитики (MVP),599500.00,73,285500.00
Проектирование CRM-системы на основе существующего решения,612000.00,43,214200.00
Развёртывание микросервисной архитектуры на основе существующего решения,238500.00,19,110200.00
Настройка системы мониторинга,154000.00,12,72200.00
Сопровождение микросервисной архитектуры (Enterprise),47000.00,4,14700.00
Интеграция системы мониторинга,993500.00,117,290800.00
Оптимизация мобильного приложения,44500.00,4,18600.00
Разработка DevOps-пайплайна с нуля,116000.00,12,44700.00
Развёртывание платёжного модуля (SaaS),102500.00,10,28500.00
Настройка платёжного модуля на основе существующего решения,52000.00,5,24000.00
Оптимизация системы управления задачами (Enterprise),326000.00,34,141600.00
Развёртывание сети доставки контента (POC),80500.00,6,23200.00
Оптимизация системы аутентификации (POC),88000.00,9,38600.00
Консультация сети доставки контента (Enterprise),11000.00,1,5000.00
Внедрение микросервисной архитектуры (POC),1397500.00,169,370300.00
Аудит платёжного модуля (POC),222000.00,24,76400.00
Проектирование нагрузочного тестирования (SaaS),267500.00,32,96800.00
Развёртывание панели администратора (Enterprise),474000.00,59,134800.00
Оптимизация API-сервиса с нуля,156000.00,15,71400.00
Интеграция корпоративного портала на основе существующего решения,1156000.00,147,403400.00
Тестирование API-сервиса (POC),298500.00,34,97400.00
Разработка веб-приложения (MVP),281500.00,27,78400.00
Аудит панели администратора (Enterprise),229000.00,19,97300.00
Интеграция системы аутентификации (MVP),608500.00,47,299900.00
Аудит системы аутентификации (SaaS),216000.00,26,106900.00
Тестирование корпоративного портала (Enterprise),28500.00,2,13600.00
Тестирование системы управления задачами (MVP),180000.00,16,49700.00
Тестирование панели администратора (SaaS),161000.00,20,60100.00
Консультация облачной инфраструктуры на основе существующего решения,57000.00,5,21200.00
Внедрение базы данных (SaaS),1436000.00,111,684400.00
Оптимизация ERP-системы с нуля,391000.00,41,176500.00
Оптимизация веб-приложения (SaaS),190500.00,13,68300.00
Проектирование системы мониторинга на основе существующего решения,345500.00,40,118900.00
Оптимизация системы аутентификации на основе существующего решения,403500.00,40,126400.00
Интеграция веб-приложения (MVP),868000.00,110,405200.00
