name,cost,duration_days,prepayment
Аудит платёжного модуля (MVP),280500.00,26,116600.00
Консультация системы управления задачами (MVP),72500.00,7,31700.00
Интеграция базы данных на основе существующего решения,331000.00,25,124200.00
Внедрение веб-приложения (MVP),503000.00,39,148400.00
Разработка системы управления задачами (MVP),738000.00,66,284400.00
Интеграция базы данных (SaaS),1154000.00,103,526600.00
Аудит DevOps-пайплайна (POC),91000.00,6,27400.00
Сопровождение DevOps-пайплайна на основе существующего решения,58500.00,5,26600.00
Сопровождение нагрузочного тестирования под ключ,16000.00,2,4900.00
Проектирование системы аутентификации на основе существующего решения,269000.00,19,125700.00
Тестирование системы управления задачами (POC),113000.00,13,30900.00
Аудит корпоративного портала с нуля,261000.00,20,116600.00
Интеграция системы аналитики на основе существующего решения,399000.00,34,125100.00
Внедрение системы аналитики (POC),1224000.00,96,352700.00
Миграция корпоративного портала,215000.00,21,68600.00
Миграция системы мониторинга (Enterprise),718500.00,77,349400.00
Тестирование CRM-системы (Enterprise),379000.00,44,105200.00
Консультация облачной инфраструктуры (MVP),66000.00,5,19200.00
Настройка API-сервиса (SaaS),85000.00,7,36200.00
Разработка веб-приложения,450000.00,36,122800.00
Аудит DevOps-пайплайна (POC),153500.00,19,48500.00
Интеграция CRM-системы (POC),692500.00,83,312300.00
Настройка базы данных (Enterprise),75500.00,9,19500.00
Миграция нагрузочного тестирования с нуля,601500.00,60,291000.00
Оптимизация чат-бота (POC),57500.00,5,18600.00
Внедрение системы аутентификации,1379000.00,173,552800.00
Внедрение веб-приложения на основе существующего решения,1283500.00,127,372700.00
Сопровождение панели администратора (SaaS),102000.00,9,46300.00
Консультация системы резервного копирования с нуля,70500.00,8,24300.00
Консультация системы аутентификации (POC),26000.00,3,8500.00
Консультация корпоративного портала,74500.00,8,26300.00
Развёртывание DevOps-пайплайна,473000.00,58,147400.00
Миграция чат-бота (POC),653000.00,59,169100.00
Консультация веб-приложения (Enterprise),54000.00,5,27000.00
Миграция API-сервиса под ключ,813000.00,66,340900.00
Консультация базы данных (SaaS),14500.00,1,5800.00
Консультация базы данных (POC),12500.00,2,5300.00
Интеграция корпоративного портала с нуля,130000.00,12,32600.00
Интеграция системы резервного копирования на основе существующего решения,962000.00,83,418800.00
Тестирование системы резервного копирования на основе существующего решения,339500.00,33,91100.00
Разработка системы управления задачами (SaaS),158000.00,19,78900.00
Разработка ERP-системы,1352500.00,160,591400.00
Оптимизация веб-приложения (SaaS),265000.00,32,106500.00
Проектирование чат-бота,465500.00,35,213400.00
Оптимизация мобильного приложения под ключ,430500.00,41,156900.00
Проектирование системы аналитики (POC),464000.00,41,141700.00
Интеграция нагрузочного тестирования (POC),432000.00,50,163000.00
Тестирование API-сервиса с нуля,251500.00,24,84600.00
Сопровождение DevOps-пайплайна (POC),86000.00,8,32700.00
Консультация платёжного модуля (MVP),57500.00,7,23200.00
Внедрение системы мониторинга (MVP),380000.00,32,162000.00
Развёртывание нагрузочного тестирования (MVP),370500.00,28,166400.00
Сопровождение облачной инфраструктуры (Enterprise),13500.00,2,6400.00
Консультация ERP-системы (SaaS),14500.00,1,6300.00
Оптимизация микросервисной архитектуры под ключ,274500.00,33,102800.00
Развёртывание чат-бота,269000.00,23,108700.00
Внедрение облачной инфраструктуры с нуля,1053500.00,75,291600.00
Внедрение системы аутентификации (Enterprise),143500.00,11,52200.00
Проектирование сети доставки контента (POC),661500.00,60,212000.00
Разработка базы данных (MVP),132500.00,17,61500.00
Разработка DevOps-пайплайна (Enterprise),504000.00,38,129700.00
Сопровождение DevOps-пайплайна (SaaS),83000.00,10,32700.00
Внедрение системы аутентификации (SaaS),280500.00,26,115100.00
Развёртывание системы аутентификации (Enterprise),401000.00,28,149200.00
Развёртывание системы аутентификации (SaaS),107500.00,14,37800.00
Интеграция веб-приложения (SaaS),583000.00,56,154800.00
Оптимизация системы резервного копирования (POC),375000.00,38,144900.00
Оптимизация CRM-системы (SaaS),337500.00,36,149100.00
Оптимизация системы управления задачами (Enterprise),237500.00,17,96800.00
Оптимизация микросервисной архитектуры (SaaS),56000.00,6,14900.00
Внедрение чат-бота под ключ,558500.00,70,228400.00
Проектирование системы резервного копирования с нуля,744500.00,53,312400.00
Аудит системы управления задачами с нуля,219500.00,18,89500.00
Разработка системы аутентификации (SaaS),228500.00,17,75700.00
Проектирование чат-бота,336500.00,28,135400.00
Тестирование платёжного модуля с нуля,343000.00,33,134200.00
Проектирование API-сервиса (MVP),484000.00,54,238900.00
Консультация системы резервного копирования с нуля,26500.00,2,8200.00
Разработка системы резервного копирования (POC),1197000.00,100,408000.00
Консультация нагрузочного тестирования (MVP),70000.00,5,31700.00
Проектирование CRM-системы (POC),456500.00,42,149700.00
Развёртывание нагрузочного тестирования на основе существующего решения,206000.00,26,60400.00
Консультация DevOps-пайплайна (POC),21500.00,2,7600.00
Консультация системы аналитики,57500.00,7,22000.00
Интеграция API-сервиса с нуля,1159000.00,88,500800.00
Консультация базы данных (SaaS),22500.00,2,8300.00
Проектирование системы аналитики (MVP),244500.00,19,66900.00
Проектирование сети доставки контента под ключ,210000.00,27,53600.00
Оптимизация чат-бота (Enterprise),453000.00,45,135300.00
Интеграция платёжного модуля (POC),994500.00,88,428600.00
Проектирование системы мониторинга (SaaS),67500.00,8,32900.00
Разработка API-сервиса под ключ,408500.00,53,157300.00
Внедрение панели администратора (POC),151000.00,14,61600.00
Оптимизация ERP-системы на основе существующего решения,464000.00,40,227800.00
Миграция мобильного приложения под ключ,636000.00,82,296800.00
Разработка API-сервиса,654500.00,60,313600.00
Тестирование корпоративного портала (Enterprise),36000.00,3,10500.00
Миграция платёжного модуля (MVP),75500.00,7,36800.00
Миграция сети доставки контента под ключ,543000.00,42,171300.00
Настройка базы данных на основе существующего решения,45500.00,5,14600.00
Интеграция сети доставки контента под ключ,410000.00,52,203000.00
Внедрение системы резервного копирования (SaaS),1114000.00,105,536100.00
Проектирование платёжного модуля на основе существующего решения,64000.00,8,19100.00
Настройка системы резервного копирования под ключ,95500.00,8,39400.00
Тестирование веб-приложения под ключ,107500.00,8,33700.00
Настройка API-сервиса на основе существующего решения,54000.00,5,23900.00
Интеграция мобильного приложения на основе существующего решения,1111500.00,126,291100.00
Тестирование панели администратора (Enterprise),79500.00,7,30700.00
Проектирование системы управления задачами под ключ,769500.00,78,341500.00
Оптимизация ERP-системы (SaaS),41000.00,4,16800.00
Миграция базы данных (SaaS),834000.00,104,274100.00
Миграция DevOps-пайплайна (SaaS),600000.00,68,224300.00
Аудит CRM-системы на основе существующего решения,295000.00,34,113600.00
Внедрение API-сервиса,1028000.00,94,394200.00
Разработка микросервисной архитектуры с нуля,1273000.00,135,410500.00
Настройка сети доставки контента (Enterprise),184500.00,20,88700.00
Консультация системы резервного копирования (SaaS),57500.00,4,22500.00
Миграция системы мониторинга под ключ,343000.00,28,100300.00
Аудит нагрузочного тестирования (Enterprise),104500.00,12,27400.00
Сопровождение панели администратора (Enterprise),128000.00,15,53000.00
Тестирование системы управления задачами,317000.00,39,119000.00
Проектирование API-сервиса (SaaS),525000.00,50,231000.00
Настройка корпоративного портала под ключ,39500.00,4,17400.00
Оптимизация мобильного приложения под ключ,334000.00,29,102300.00
Внедрение мобильного приложения на основе существующего решения,365000.00,38,98300.00
Внедрение системы аутентификации (SaaS),1484500.00,173,560200.00
Миграция нагрузочного тестирования под ключ,792500.00,90,378500.00
Разработка CRM-системы (SaaS),694000.00,86,252500.00
Интеграция системы мониторинга,869000.00,112,409800.00
Консультация мобильного приложения (SaaS),54000.00,5,14600.00
Проектирование платёжного модуля (SaaS),561000.00,53,276900.00
Оптимизация системы мониторинга (POC),90500.00,7,35200.00
Разработка CRM-системы (POC),162000.00,15,45600.00
Разработка мобильного приложения (Enterprise),1267500.00,107,533300.00
Разработка платёжного модуля под ключ,1780500.00,181,783100.00
Проектирование системы резервного копирования (Enterprise),33500.00,3,14900.00
Консультация веб-приложения (Enterprise),65500.00,7,26300.00
Консультация API-сервиса с нуля,45500.00,4,12800.00
Оптимизация системы управления задачами (SaaS),57500.00,5,19700.00
Внедрение ERP-системы под ключ,1195000.00,140,427600.00
Интеграция корпоративного портала,898500.00,70,256100.00
Тестирование базы данных на основе существующего решения,306000.00,29,132000.00
Консультация системы аналитики с нуля,14000.00,1,5400.00
Миграция DevOps-пайплайна (POC),794500.00,79,328800.00
Разработка веб-приложения,599000.00,71,159600.00
Оптимизация ERP-системы,355500.00,39,102300.00
Интеграция DevOps-пайплайна (MVP),1016000.00,87,298100.00
Консультация веб-приложения под ключ,26000.00,3,7100.00
Разработка облачной инфраструктуры (Enterprise),1409000.00,122,537200.00
Интеграция платёжного модуля с нуля,532000.00,54,265400.00
Внедрение сети доставки контента (POC),309500.00,26,114000.00
Интеграция сети доставки контента с нуля,675000.00,69,331500.00
Оптимизация DevOps-пайплайна (SaaS),475500.00,45,131600.00
Тестирование чат-бота с нуля,197000.00,20,55900.00
Аудит веб-приложения (Enterprise),131500.00,16,56600.00
Развёртывание облачной инфраструктуры (Enterprise),402000.00,51,120500.00
Настройка панели администратора (POC),101000.00,10,39200.00
Миграция сети доставки контента (SaaS),631000.00,69,275700.00
Консультация системы аутентификации с нуля,66500.00,7,20800.00
Проектирование чат-бота,490500.00,42,155900.00
Проектирование платёжного модуля на основе существующего решения,447500.00,43,119100.00
Оптимизация системы мониторинга (MVP),118500.00,14,43700.00
Сопровождение системы управления задачами на основе существующего решения,127000.00,14,51100.00
Развёртывание панели администратора (Enterprise),488500.00,43,188800.00
Проектирование API-сервиса на основе существующего решения,721000.00,72,300500.00
Разработка DevOps-пайплайна,1423500.00,140,514300.00
Сопровождение системы управления задачами,90000.00,8,35200.00
Настройка ERP-системы с нуля,46500.00,5,13700.00
Сопровождение API-сервиса на основе существующего решения,75000.00,9,30100.00
Настройка платёжного модуля,182500.00,18,48200.00
Настройка системы резервного копирования с нуля,197000.00,17,60500.00
Внедрение микросервисной архитектуры (MVP),434500.00,43,192000.00
Тестирование панели администратора (SaaS),159500.00,12,52700.00
Тестирование чат-бота с нуля,183000.00,18,78900.00
Разработка базы данных (MVP),1107500.00,100,541900.00
Развёртывание системы управления задачами на основе существующего решения,501500.00,61,233000.00
Разработка микросервисной архитектуры с нуля,1898500.00,161,501900.00
Внедрение системы мониторинга (POC),1081000.00,99,412800.00
Консультация корпоративного портала с нуля,45500.00,4,21500.00
Настройка веб-приложения (POC),102000.00,9,31600.00
Проектирование микросервисной архитектуры (MVP),426500.00,55,192600.00
Внедрение платёжного модуля на основе существующего решения,735000.00,88,364100.00
Интеграция микросервисной архитектуры (POC),790000.00,73,284300.00
Консультация веб-приложения (Enterprise),20000.00,2,7000.00
Внедрение системы мониторинга (Enterprise),399500.00,33,109000.00
Внедрение корпоративного портала,1135500.00,91,410100.00
Сопровождение системы управления задачами с нуля,115500.00,10,48200.00
Миграция облачной инфраструктуры (MVP),402000.00,32,159500.00
Сопровождение платёжного модуля под ключ,144500.00,15,68700.00
Разработка нагрузочного тестирования (MVP),459000.00,50,142300.00
Развёртывание микросервисной архитектуры на основе существующего решения,577500.00,75,206600.00
Консультация веб-приложения с нуля,6000.00,1,1800.00
Оптимизация корпоративного портала с нуля,320000.00,25,110000.00
Разработка DevOps-пайплайна на основе существующего решения,1765000.00,130,866400.00
Проектирование системы мониторинга (MVP),583500.00,46,225000.00
Сопровождение системы резервного копирования (MVP),59000.00,7,29000.00
Разработка платёжного модуля (Enterprise),152500.00,12,40200.00
Оптимизация веб-приложения (SaaS),223000.00,25,74900.00
Настройка CRM-системы (POC),189000.00,15,62500.00
Консультация системы управления задачами (SaaS),74000.00,7,19400.00
Интеграция DevOps-пайплайна (Enterprise),812000.00,98,327400.00
Интеграция системы резервного копирования,726500.00,72,217500.00
Настройка платёжного модуля (SaaS),59000.00,7,19300.00
Разработка облачной инфраструктуры под ключ,564000.00,51,182700.00
Внедрение системы аналитики (POC),1103500.00,126,428500.00
Аудит системы аналитики (Enterprise),150500.00,16,47700.00
Интеграция чат-бота (MVP),1090000.00,118,456000.00
Настройка API-сервиса (MVP),118000.00,13,50200.00
Внедрение системы аутентификации на основе существующего решения,607000.00,63,295700.00
Аудит чат-бота (Enterprise),40000.00,4,18400.00
Тестирование системы аутентификации (MVP),318500.00,24,129400.00
Настройка ERP-системы,87000.00,8,35000.00
Аудит системы резервного копирования на основе существующего решения,195000.00,21,49000.00
Разработка мобильного приложения на основе существующего решения,134000.00,17,41600.00
Оптимизация мобильного приложения (SaaS),229500.00,26,99700.00
Проектирование системы аналитики (Enterprise),139000.00,16,38900.00
Аудит платёжного модуля (Enterprise),218000.00,21,79300.00
Интеграция ERP-системы (POC),195000.00,20,56100.00
Консультация API-сервиса (POC),79500.00,6,37300.00
Разработка системы управления задачами,1212500.00,141,589700.00
Разработка сети доставки контента (SaaS),779500.00,77,216500.00
Интеграция API-сервиса под ключ,110000.00,14,36600.00
Разработка ERP-системы (SaaS),1584000.00,178,791600.00
Сопровождение платёжного модуля (MVP),35000.00,4,16800.00
Оптимизация сети доставки контента,164000.00,16,69000.00
Настройка чат-бота с нуля,29000.00,2,8100.00
Миграция панели администратора (SaaS),611500.00,77,287800.00
Разработка CRM-системы на основе существующего решения,1064500.00,93,447600.00
Проектирование микросервисной архитектуры (POC),130500.00,16,55500.00
Развёртывание системы аналитики с нуля,198500.00,25,53700.00
Консультация системы аутентификации под ключ,6000.00,1,1700.00
Оптимизация системы аналитики под ключ,55500.00,5,26300.00
Проектирование системы управления задачами под ключ,799500.00,67,205800.00
Миграция системы аналитики (POC),481500.00,36,130700.00
Развёртывание панели администратора (POC),70000.00,7,32800.00
Настройка корпоративного портала,107000.00,11,50100.00
Настройка DevOps-пайплайна (Enterprise),106500.00,11,38300.00
Миграция системы мониторинга (Enterprise),882500.00,84,293300.00
Миграция мобильного приложения (POC),865500.00,87,348000.00
Разработка облачной инфраструктуры под ключ,1414500.00,155,402200.00
Миграция микросервисной архитектуры (SaaS),723000.00,87,312000.00
Проектирование системы резервного копирования под ключ,510000.00,46,177600.00
Тестирование CRM-системы под ключ,114500.00,9,43800.00
Аудит системы аналитики (POC),293500.00,24,121500.00
Сопровождение API-сервиса (SaaS),32500.00,4,8200.00
Сопровождение системы аутентификации (MVP),133000.00,15,43500.00
Сопровождение панели администратора с нуля,143000.00,11,53100.00
Аудит системы управления задачами с нуля,235500.00,20,93100.00
Тестирование веб-приложения на основе существующего решения,41000.00,4,18000.00
Тестирование системы аналитики с нуля,280000.00,29,123600.00
Оптимизация CRM-системы с нуля,414500.00,37,129500.00
Развёртывание платёжного модуля (POC),516000.00,63,239800.00
Консультация CRM-системы на основе существующего решения,20000.00,2,5100.00
Сопровождение корпоративного портала под ключ,68500.00,7,30200.00
Тестирование панели администратора на основе существующего решения,116000.00,11,51000.00
Миграция панели администратора под ключ,44000.00,3,20400.00
Тестирование ERP-системы на основе существующего решения,147000.00,11,72300.00
Настройка мобильного приложения на основе существующего решения,116000.00,14,40000.00
Оптимизация системы аналитики на основе существующего решения,294500.00,35,79300.00
Оптимизация CRM-системы (SaaS),187000.00,18,69000.00
Разработка ERP-системы на основе существующего решения,1362500.00,134,662000.00
Тестирование системы резервного копирования с нуля,113000.00,10,54000.00
Аудит нагрузочного тестирования на основе существующего решения,104000.00,13,47800.00
Настройка системы аутентификации,117500.00,14,55800.00
Сопровождение системы аутентификации с нуля,133000.00,17,42800.00
Оптимизация мобильного приложения (Enterprise),438500.00,53,133500.00
Внедрение DevOps-пайплайна (SaaS),1044500.00,76,325100.00
Внедрение нагрузочного тестирования под ключ,1043500.00,75,517000.00
Миграция ERP-системы (SaaS),623500.00,56,239400.00
Консультация базы данных,42000.00,3,20300.00
Тестирование API-сервиса (Enterprise),52000.00,6,17100.00
Проектирование DevOps-пайплайна под ключ,746500.00,91,309300.00
Тестирование мобильного приложения (SaaS),228000.00,24,82000.00
Интеграция системы управления задачами под ключ,623000.00,52,226100.00
Сопровождение корпоративного портала (SaaS),11000.00,1,4800.00
Консультация чат-бота (Enterprise),34500.00,3,8800.00
Проектирование системы управления задачами под ключ,452500.00,42,124700.00
Аудит базы данных (MVP),161000.00,19,76900.00
Проектирование веб-приложения (MVP),597500.00,47,268100.00
Интеграция системы мониторинга (MVP),705500.00,64,190700.00
Тестирование сети доставки контента (MVP),174000.00,22,61500.00
Развёртывание системы резервного копирования,231000.00,19,60100.00
Интеграция системы резервного копирования (Enterprise),938000.00,105,316600.00
Развёртывание системы мониторинга (SaaS),282500.00,32,121300.00
Аудит системы управления задачами,265000.00,25,123800.00
Тестирование сети доставки контента с нуля,38000.00,3,17100.00
Интеграция сети доставки контента (MVP),156000.00,11,76600.00
Развёртывание платёжного модуля (MVP),179500.00,20,48800.00
Тестирование чат-бота (Enterprise),289000.00,33,107500.00
Оптимизация CRM-системы (MVP),243000.00,21,107300.00
Тестирование сети доставки контента с нуля,53000.00,7,18200.00
Аудит системы аналитики под ключ,23000.00,2,9000.00
Тестирование веб-приложения (Enterprise),53000.00,6,18600.00
Тестирование CRM-системы на основе существующего решения,395500.00,31,116100.00
Интеграция CRM-системы под ключ,858000.00,74,270400.00
Миграция облачной инфраструктуры (SaaS),849500.00,100,281200.00
Аудит системы аналитики (SaaS),159500.00,18,56200.00
Консультация платёжного модуля,56500.00,5,22400.00
Аудит мобильного приложения с нуля,169500.00,14,82500.00
Разработка панели администратора (POC),1243000.00,157,416800.00
Проектирование нагрузочного тестирования (SaaS),378500.00,46,184900.00
Внедрение панели администратора (POC),246000.00,29,103200.00
Настройка панели администратора (POC),112000.00,12,38000.00
Сопровождение облачной инфраструктуры,53500.00,7,20500.00
Настройка CRM-системы (Enterprise),185000.00,19,62100.00
Тестирование нагрузочного тестирования,329500.00,31,111700.00
Внедрение облачной инфраструктуры под ключ,375500.00,38,154700.00
Настройка панели администратора (SaaS),58000.00,5,22100.00
Консультация системы аналитики на основе существующего решения,57500.00,6,18200.00
Настройка системы резервного копирования под ключ,97000.00,10,30500.00
Интеграция веб-приложения (Enterprise),867500.00,67,384600.00
Миграция панели администратора под ключ,844500.00,66,327600.00
Консультация системы аутентификации на основе существующего решения,39000.00,4,17900.00
Аудит API-сервиса (POC),18500.00,2,8100.00
Настройка микросервисной архитектуры (SaaS),120000.00,15,41700.00
Внедрение корпоративного портала,207000.00,22,78800.00
Интеграция чат-бота с нуля,642000.00,49,182700.00
Развёртывание API-сервиса (Enterprise),261500.00,24,68000.00
Разработка системы управления задачами,1990000.00,164,518100.00
Миграция нагрузочного тестирования,885000.00,112,239800.00
Оптимизация системы резервного копирования под ключ,216500.00,19,62500.00
Тестирование панели администратора (Enterprise),288500.00,33,117500.00
Аудит платёжного модуля (MVP),239500.00,19,73300.00
Настройка мобильного приложения (MVP),137500.00,14,51400.00
Аудит системы управления задачами,145500.00,13,55500.00
Консультация системы резервного копирования под ключ,51000.00,4,22300.00
Тестирование панели администратора (MVP),176000.00,12,78600.00
Развёртывание корпоративного портала под ключ,428500.00,49,200400.00
Тестирование веб-приложения (POC),375000.00,39,131900.00
Интеграция веб-приложения (MVP),871000.00,110,223200.00
Сопровождение CRM-системы (Enterprise),44000.00,5,18700.00
Внедрение нагрузочного тестирования с нуля,570500.00,58,261100.00
Разработка микросервисной архитектуры (POC),1635000.00,121,488200.00
Аудит системы управления задачами (POC),37500.00,5,16000.00
Разработка системы мониторинга с нуля,996000.00,128,476000.00
Проектирование системы мониторинга (POC),425500.00,40,193300.00
Аудит корпоративного портала (SaaS),141500.00,17,55200.00
Консультация системы аутентификации (SaaS),49000.00,5,21600.00
Проектирование DevOps-пайплайна (MVP),597000.00,46,185200.00
Сопровождение панели администратора с нуля,134000.00,10,44100.00
Внедрение CRM-системы (SaaS),1136000.00,137,329200.00
Настройка корпоративного портала (POC),166500.00,16,42200.00
Консультация системы резервного копирования (POC),61500.00,5,21700.00
Консультация системы аутентификации под ключ,17500.00,2,7100.00
Оптимизация чат-бота,78500.00,9,37500.00
Миграция системы управления задачами на основе существующего решения,116000.00,10,42300.00
Сопровождение ERP-системы на основе существующего решения,127000.00,9,38900.00
Оптимизация системы резервного копирования (SaaS),48500.00,5,18000.00
Интеграция API-сервиса с нуля,492000.00,54,161500.00
Настройка системы аутентификации с нуля,105000.00,12,29800.00
Тестирование ERP-системы (POC),315000.00,34,116000.00
Оптимизация мобильного приложения (POC),188000.00,14,68900.00
Миграция нагрузочного тестирования с нуля,280000.00,33,129800.00
Консультация API-сервиса,36500.00,4,17600.00
Аудит системы резервного копирования (SaaS),129000.00,10,54600.00
Настройка системы аналитики на основе существующего решения,197500.00,16,82600.00
Аудит системы аутентификации,276000.00,31,116700.00
Развёртывание панели администратора (POC),572000.00,44,214800.00
Тестирование чат-бота на основе существующего решения,366000.00,33,117400.00
Развёртывание DevOps-пайплайна с нуля,369000.00,36,174800.00
Проектирование мобильного приложения с нуля,691500.00,82,321800.00
Сопровождение системы управления задачами (SaaS),19000.00,2,6200.00
Настройка сети доставки контента (MVP),58500.00,7,14900.00
Интеграция чат-бота под ключ,706500.00,75,238200.00
Сопровождение системы аналитики,84000.00,7,23700.00
Сопровождение системы управления задачами (SaaS),73000.00,6,22300.00
Разработка мобильного приложения (SaaS),1323500.00,135,437300.00
Разработка облачной инфраструктуры на основе существующего решения,1113500.00,126,502500.00
Тестирование мобильного приложения под ключ,255500.00,18,114000.00
Интеграция системы управления задачами с нуля,737500.00,66,324900.00
Сопровождение нагрузочного тестирования (Enterprise),90500.00,10,30200.00
Настройка микросервисной архитектуры (POC),75500.00,8,28500.00
Миграция системы управления задачами (Enterprise),256500.00,29,121700.00
Сопровождение облачной инфраструктуры с нуля,106000.00,12,51700.00
Тестирование чат-бота с нуля,107000.00,9,49900.00
Интеграция системы аналитики (POC),1025500.00,124,457900.00
Тестирование API-сервиса (SaaS),179000.00,13,71300.00
Интеграция системы резервного копирования (POC),1005000.00,114,483000.00
Оптимизация системы мониторинга (Enterprise),101500.00,11,27000.00
Тестирование системы резервного копирования (POC),267500.00,19,75100.00
Консультация сети доставки контента под ключ,26500.00,2,10100.00
Внедрение сети доставки контента с нуля,922500.00,78,232700.00
Интеграция нагрузочного тестирования,1117000.00,114,519900.00
Сопровождение микросервисной архитектуры под ключ,76500.00,8,23200.00
Консультация системы аутентификации (POC),43500.00,3,19900.00
Аудит CRM-системы (SaaS),255500.00,24,69200.00
Оптимизация системы мониторинга (SaaS),308000.00,29,118600.00
Консультация системы аутентификации (MVP),42000.00,5,20900.00
Разработка системы управления задачами (MVP),248500.00,20,76700.00
Настройка API-сервиса на основе существующего решения,63000.00,7,20900.00
Тестирование панели администратора (POC),234000.00,27,86800.00
Внедрение базы данных (POC),807000.00,93,344800.00
Развёртывание чат-бота с нуля,142000.00,16,36800.00
Разработка микросервисной архитектуры с нуля,1222000.00,114,569800.00
Настройка CRM-системы (POC),17500.00,1,8100.00
Сопровождение базы данных на основе существующего решения,91500.00,8,27100.00
Разработка платёжного модуля,701500.00,68,181300.00
Тестирование DevOps-пайплайна,149000.00,12,42400.00
Сопровождение нагрузочного тестирования (Enterprise),60500.00,5,20800.00
