name,cost,duration_days,prepayment
Внедрение ERP-системы (POC),249000.00,28,77100.00
Сопровождение платёжного модуля на основе существующего решения,120000.00,13,34500.00
Внедрение системы управления задачами с нуля,905000.00,85,380500.00
Проектирование облачной инфраструктуры (POC),505500.00,62,131300.00
Разработка CRM-системы (SaaS),1933000.00,154,731300.00
Внедрение нагрузочного тестирования под ключ,791500.00,96,287300.00
Оптимизация DevOps-пайплайна на основе существующего решения,320500.00,33,146200.00
Сопровождение микросервисной архитектуры (POC),76000.00,7,24600.00
Оптимизация веб-приложения с нуля,72500.00,7,19800.00
Консультация системы аутентификации,61000.00,7,24900.00
Интеграция системы мониторинга (SaaS),938500.00,116,289400.00
Тестирование CRM-системы (MVP),70500.00,6,25300.00
Оптимизация системы мониторинга на основе существующего решения,167000.00,20,66400.00
Настройка микросервисной архитектуры под ключ,109500.00,9,34400.00
Настройка веб-приложения на основе существующего решения,36000.00,4,9500.00
Внедрение панели администратора (POC),802000.00,86,380300.00
Консультация веб-приложения (Enterprise),26500.00,3,12900.00
Консультация системы аутентификации (SaaS),41000.00,5,15400.00
Настройка сети доставки контента (SaaS),115000.00,9,35500.00
Тестирование нагрузочного тестирования (SaaS),286500.00,28,92700.00
Консультация системы резервного копирования,19500.00,2,5200.00
Внедрение облачной инфраструктуры,732500.00,90,335900.00
Консультация платёжного модуля под ключ,13500.00,1,5400.00
Развёртывание CRM-системы под ключ,320500.00,26,101600.00
Тестирование микросервисной архитектуры на основе существующего решения,287000.00,31,91900.00
Настройка базы данных под ключ,185500.00,14,83800.00
Миграция панели администратора (MVP),785500.00,77,225800.00
Настройка DevOps-пайплайна (Enterprise),131000.00,17,45300.00
Миграция сети доставки контента под ключ,304500.00,23,77700.00
Консультация системы мониторинга (MVP),60500.00,7,25500.00
Тестирование облачной инфраструктуры (POC),175000.00,15,86800.00
Миграция облачной инфраструктуры на основе существующего решения,806500.00,62,307900.00
Интеграция ERP-системы под ключ,560500.00,69,177800.00
Сопровождение чат-бота,88500.00,10,31800.00
Внедрение облачной инфраструктуры (POC),505500.00,49,182900.00
Интеграция ERP-системы на основе существующего решения,565000.00,64,259600.00
Развёртывание веб-приложения (POC),388500.00,38,185800.00
Разработка системы аутентификации (POC),1786000.00,186,463900.00
Миграция системы аналитики с нуля,200500.00,18,66300.00
Настройка системы управления задачами на основе существующего решения,94000.00,10,43800.00
Тестирование системы резервного копирования (SaaS),300500.00,29,91700.00
Внедрение нагрузочного тестирования на основе существующего решения,1409500.00,135,387700.00
Миграция API-сервиса (POC),363000.00,45,131500.00
Оптимизация корпоративного портала под ключ,274500.00,19,119200.00
Настройка веб-приложения (MVP),165500.00,19,73300.00
Оптимизация системы резервного копирования,27500.00,3,7500.00
